"date","username","tweet"
"2009-11-02","adriyoyo","juanes song from juan valdez cafe store medellin"
"2009-11-02","alepulsar","ã ltimo dã­a en medellã­n viendo llover las montaã as"
"2009-11-02","americanecg","great week of meetings lined up in medellin"
"2009-11-02","anavallejoc","tengo hambre y en medellin llueve"
"2009-11-02","astridavila","pedrohuerfano se encuentra trabajando en un cover de la reina diomedes dã­az para llevarle serenata a paula rã­os medellã­n"
"2009-11-02","athanator","athanatorâ s disaster tour start next 06th november in comfama auditorium medellin visit www.athanator.com to know more dates"
"2009-11-02","betancur","jose betancur's posterous cool weather in medellã­n http post.ly bmft bestcam clouds iphone palmtree rain"
"2009-11-02","biobio","iberoamericano esgrima chile remata 2âº y logra actuaciã n histã rica en medellã­n http url.ie 2rjc"
"2009-11-02","bluegod","medellã­n colombia welcome to a city recently notorious for drugs and violence design helped make the difference http is.gd 4lpnq"
"2009-11-02","briansinmapa13","tegocalderon come to tego medellin friday november from pm am http bit.ly cpaku"
"2009-11-02","buscavuelos","euros http tinyurl.com yl34j8c vuelos bilbao medellin j m cordova con air comet"
"2009-11-02","camilo_villa","el partido de ayer medellã­n cãºcuta fue muy bueno muchas opciones pa lado y raro ver un equipo pinto tan abierto jugado al ataque"
"2009-11-02","camilog_","yolipaisadt esoo esooo yo no se pero aca estoy haciendo de todo para estar en medellin diciembre asi que pilas pueesss d monis_ yolipaisadt siii vamos en diciembre a medellin d hey enero esta confirmado en bogotã o bueno eso dijo mi seã or padre diciembre medellin seguimos negociaciones yolipaisadt sarita_tetto heeeyyy pero esque yo no puedo viajar dos veces a bogota mi ruta es diciembre medellin enero s"
"2009-11-02","cheap_airfare_","what airline flies direct from cartagena to medellin http bit.ly 1aj3ni"
"2009-11-02","concretelimbs","feliz cumple medellã­n juanestwiter http youtube.com hispanicfreak23"
"2009-11-02","cyneida","fcgaristo ã jornalista ajudou a desbaratar o cartel de medellã­n e foi seguranã do papa claudiotognolli jã sugeriu um filme sobre ele"
"2009-11-02","dyanfield","medellã­n elige red de banda ancha inalã mbrica motorola http bit.ly 33e3ag"
"2009-11-02","elcolombiano","medellã­n dos personas murieron en un incendio registrado este lunes el barrio villahermosa http tinyurl.com ycq9cnh"
