"date","username","tweet"
"2020-05-03","armescob2012","alegandrohoyos chris_montz en cambio si me gusta la narvã ez dos veces los vã­ medellin"
"2020-05-03","bestiasandwich","y tenemos ganador del melonaton felicidades jessika_tatiana ganaste un mes de comida gratis restaurantes todos los dias regalo esperamos lo disfrutes comealobestia concursos medellin en medellã­n â tieht0tiie"
"2020-05-03","danielopina2020","osanperez alcaldiadebello reuniã n hace poco de muchos menores edad en la autopista medellã­n bogota bicicleta esperando a descolgarse donde estã el control y autoridad skffrhkrme"
"2020-05-03","danilo_gomajoa","davidgalanbolsa bolsageneral albareda_albert oye david primera vez que te miro y quedã fascinado con tus anã lisis gran ejemplo a seguir eres me declaro fiel seguidor espero tener la oportunidad de trabajar en tu equipo muy pronto saludes desde medellã­n colombia"
"2020-05-03","dhidalgo65","gloriahutt harmaninchile mttchile sectormovilidad bbc_future prioridad bici con urbanismo tã ctico ðÿš â ï ðÿ como alternativa de movilidad covidãƒ tambiã n en medellã­n alcaldiademed bien cadenagaitan sttmed vsur94kqxz"
"2020-05-03","early33jess","godandthebear mark2_medellin"
"2020-05-03","elcoleccioniste","medellã­n"
"2020-05-03","embajadaespcol","ðÿš prã ximo de mayo inauguraciã n celeste ðÿ proyecto ªðÿ arte y tecnologã­a ciudades madrid bogota cali medellin al alcance un clic colombia espaã a bajo mismo cielo une continentes cielos todos qbsx8cfpso"
"2020-05-03","gladys80808240","ricarospina minsaludcol se debe restar los casos de medellã­n que fueron negativos y habã­an reportado positivos no hay error en el conteo"
"2020-05-03","godandthebear","early33jess mark2_medellin why havent they gone to metoo oh yeah defend against anyone thats not in government"
"2020-05-03","jaimeca67529101","policiamedellin alcaldiademed quinterocalle cordial saludo por favor colaborenos ya llega la noche y estamos desesperados en estacion de policia laureles cr75xcl42 medellin adoptaron un perro que no deja dormir ladrando todas las noches los alrededores.gracias"
"2020-05-03","javiera27038846","argirocasta58 se cree el metro de medellã­n ja"
"2020-05-03","la_network","medellã­n serã la ãºnica ciudad latinoamericana que estarã en el equipo trabajarã recuperaciã n econã mica de las ciudades c40cities liderado por alcalde los ã ngeles eeuu eric garcetti hmfi7xlzmy quinterocalle lggofovjak"
"2020-05-03","mark2_medellin","early33jess not you ever him always"
"2020-05-03","melikasuad","adolfoleonp si seã or en el apartamento medellã­n"
"2020-05-03","proyectopalavec","medellã­n serã la ãºnica ciudad latinoamericana que estarã en el equipo trabajarã recuperaciã n econã mica de las ciudades c40cities liderado por alcalde los ã ngeles eeuu eric garcetti mrscl7ifhf quinterocalle vã­a la_network u4vnzwbekx"
"2020-05-03","santanag_l","ok baby medellin gang"
"2020-05-03","vialca20","estella67071079 hola buenas noches estoy en la ciudad de medellã­n careta tiene un costo mã s el envio"
"2020-05-03","williamortizsa7","macdonal5 merv59 barreja fuerzasmilcol si persiguen a sus miembros que se atreven denunciar la corrupciã n en filas haba del escã ndalo de brigada medellã­n"
"2020-05-03","xian_liebe0727","que risa esa gente sã lo monta la foto del vino porque ese un licor fino y no se quã pero montan botella guaro o medellã­n es increã­ble como el mundo estã lleno de etiquetas permitimos las cosas nos definan hablen por nosotros acciones"
"2020-05-06","angy302","metrodemedellin â quiã n es lo mã s momosho de medellã­n gmplcrilco"
"2020-05-06","arn_paula","racso2908 eltiempo por eso las mediciones se hacen con cada cierto nãºmero de personas no el total la poblaciã n habitantes tal cosa proporcionalmente si fuera su lã gica cali podrã­a estar mã s mal q medellã­n porque son menos pero lo estã entiende"
"2020-05-06","beutset","sir_talla7 enriquã de medellã­n"
"2020-05-06","brittoochoa","josefer70223949 capuchinoymar vicme100 ojala se vengan para pereira ya que aquã­ necesita muchas empresas a raã­z del desempleo recuerde en colombia la ãºnica ciudad existe es bogotã medellã­n y algo cali el resto no centralismo estã acabando nuestro pais"
"2020-05-06","camiladelahozr","ðÿ medellã­n"
"2020-05-06","caraugriv22","quinterocalle metrodemedellin ivanduque areametropol wed may y eso que el transporte masivo de medellã­n iba a funcionar al su capacidad total ahora sã­ se caiga lo estã flojo gracias dios me cogiã confesado 5r93rxja6f"
"2020-05-06","cielomontoya3","claudialopez cuando no se estã disculpando comparado alcaldesa merkel gbne para eso le pagan porque mira mã s cerquita y pregunta al gobernador de antioquia alcalde medellã­n como n en 5to lugar contagio el menor nro muertos las uci vacã­as abriendo ya.ðÿ â ï"
