"date","username","tweet"
"2019-01-03","_immaes","ricciup busco trabajo soy psicologa profesional aã o y medio de experiencia prã cticas os medellã­n barranquilla"
"2019-01-03","3axeleration","skandrxx il croit trop son quartier câ est medellin"
"2019-01-03","alejovegasmusic","practicalo alejovegasmusic ðÿ ˆðÿ ˆâ link disponible en mi biografã a ðÿž music guitarra piano cover colombia bello medellin puertorico reggaeton pop popurbano latinpop soulâ fxyest0hnn"
"2019-01-03","caio_embra2","amanhã vou pia em medellã­n ðÿ ðÿ’ª"
"2019-01-03","caor0926","_yanguito danielalopezl02 cada quiã n tiene su opiniã soy del valle pero medellã­n es mucho mas hermosa"
"2019-01-03","chichilanavia","âœ mi tbt hoy es muy a propã sito del aã o nuevo celebrã bamos el de diciembre aquã­ en medellã­nâœ mifamilia amo onuevo vida medellã­n jueves antioquia ryyzr2pxdk"
"2019-01-03","drescadavid","tan coqueta que eres medellã­nðÿœ 08advwgr5n"
"2019-01-03","el_cooperante","la reacciã n de j balvin al ver a dos migrantes venezolanos cantando en las calles medellã­n video ðÿ ppnb8k2m9p"
"2019-01-03","ipsycare","brenda_medellin hi brenda we offer support via email zvrak5wgli and twitter feel free to dm us if you need anything we're happy help â st"
"2019-01-03","leariast","trotando por la ciudad de medellã­n ficogutierrez fonvalmed alcaldiademed increã­ble falta seã alizaciã n en las vã­as peatonales obras que estã haciendo el pobladoðÿ lomadelosparra vm0cwh3ief"
"2019-01-03","mellamolola_","kennedykanelita hablaba del barrio prado en medellã­n ðÿ"
"2019-01-03","mr_brownie","laurie_fs yo una vez fui a medellã­n en un chã chere de esos casi no me cabã­an las piernas vaina mandaron para la bodega"
"2019-01-03","noti_medellin","grandes proyectos en aã os demuestran la confianza carlos alberto solarte ulvshredzn"
"2019-01-03","radiosalsera","escucha conjunto clasico y johnny rivera a medellin en vcabxbfa6j tu conexiã n digital con la mãºsica latina"
