"date","username","tweet"
"2020-01-03","alfagamez","bianfa92 echelonandres claudialopez uyyy nooooo por eso bogotã se a ha quedado atrã s de medellã­n la gente acã verdad no quiere esta bonita ciudad yo tengo aã os y me duele como destruyen alegra cuando hacen algo bonito ella"
"2020-01-03","fapile1960","sergio_fajardo usted sergio fajardo si fue transparente y no existiã un ã pice de corrupciã n cuando alcalde medellã­n gobernador ant puede abrir sus libros totalmente revisarlos se encuentra algo retira por siempre la polã­tica va del paã­s"
"2020-01-03","interdifusion","âš ï vã deo las perras de medellã­n una joya gastronã mica del valle aburrã gastronomã­a i6vpx9s9kg"
"2020-01-03","isluhart","la lucha debe continuar a parar para avanzar ðÿ ðÿž â ï adrianalucia isluhart en medellã­n antioquia xw2d8ieqbe"
"2020-01-03","ivanacoronel6","museo de antioquia medellã­n disfrutando la obra majestuosa botero mysz1mhnj6"
"2020-01-03","juanova11e","es cosa mia o ahora medellã­n el nuevo melgar ya todo mundo se va para allã no sã que le ven a ã erolandia"
"2020-01-03","kiki_srqus","mark2_medellin in addition to the 82d"
"2020-01-03","mapirad","explicaciã n sobre nombramiento de secresalud medellin quinterocalle nombra novia primo adriana la primera dama les parece coherente con discurso transparencia una estudiante q quiere aprender en secretarã­a salud luzmamunera luisbernardov germanreyesf"
"2020-01-03","mark2_medellin","yes the airborne goes first force recon marines will be next kiki_srqus yes the airborne goes first war to all the airborne soldies now deployed and on alert that entire regiã n is not worth american soldiers life"
"2020-01-03","panrris","caminarla una y otra vez c13 medellã­n 80nu5qsv78"
"2020-01-03","pau__mm","eluribismoes para los pobres que se creen ricos un medio aparentar estatus no ser uribista es de mantecos serlo deporte extremo en ciudades como por ejemplo medellã­n si soy piensan castrochavista las far todo lo quiero regalado"
"2020-01-03","seledsantiago","la seguridad de medellã­n un gran reto para esta administraciã n"
"2020-01-03","sikilaboom","me encantarã­a este aã o ir a coachella canadã algo asã­ pero verano los caminos conducen creo que medallo ðÿ â ï el regalo una casa y dejo sin tantos ahorros"
"2020-01-03","tatogus","leonelmorenoa siii es sãºper divertido y siempre lo uso cuando estoy aburrido quiero conocer gente en medellã­n aquã­ vln ya no sirve hace tiempo se hacã­an grupos chã veres"
"2020-01-03","uberlyco","lafm se aumentarã­a la contaminaciã n en medellã­n movilidad serã­a un desastre di termina el.pico y placa medellin"
"2020-01-03","unciertofede","paso de dorados a nacional medellã­n para ser dirigido por lavallen estoy eh"
"2020-01-06","_sa_dg","ya quiero estar borracho y fumando porrito en medellã­n con mis amigos ðÿ º"
"2020-01-06","07_amara","finalmente ðÿœ â en medellã­n pie3ulreun"
