id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
823667472,823667472,2008-05-30 18:05:36 SA Pacific Standard Time,2008-05-30,18:05:36,-0500,4386031,mikevangorkom,Mike Van Gorkom,,"Just booked a 2-week trip to join the Mike Manning World Tour™ in Colombia, South America including Bogota, Medellin and Cartagena!!!",en,[],[],[],0,0,0,[],[],https://twitter.com/mikevangorkom/status/823667472,False,,0,,,,,,,,[],,,,
823665137,823665137,2008-05-30 17:59:12 SA Pacific Standard Time,2008-05-30,17:59:12,-0500,5531202,mariacecita,mariacecita,,"Leyendo: ""vamos pa'l partido contra medellin ceci :)""... Francis me dice lo mismo cada 15 días...a ver si cumple esta vez.",es,[],[],[],0,0,0,[],[],https://twitter.com/mariacecita/status/823665137,False,,0,,,,,,,,[],,,,
823644787,823644787,2008-05-30 17:13:47 SA Pacific Standard Time,2008-05-30,17:13:47,-0500,14525200,medallo,medallo.info,,Después de varios días de estar desempolvando bandas que no  http://tinyurl.com/6dwpss,es,[],[],[],0,0,0,[],[],https://twitter.com/medallo/status/823644787,False,,0,,,,,,,,[],,,,
823570401,823570401,2008-05-30 14:37:31 SA Pacific Standard Time,2008-05-30,14:37:31,-0500,7568412,despegar,Despegar,,"Medellín: Desde U$D 199, en Despegar vuela a precios increíbles -  http://www.co.despegar.com/paginas/alertatarifas/co/ATCO20080529092739.htm",es,[],[],[],0,0,0,[],[],https://twitter.com/Despegar/status/823570401,False,,0,,,,,,,,[],,,,
823555231,823555231,2008-05-30 14:13:44 SA Pacific Standard Time,2008-05-30,14:13:44,-0500,14525200,medallo,medallo.info,,le.atino  http://tinyurl.com/5py9gc,pt,[],[],[],0,0,0,[],[],https://twitter.com/medallo/status/823555231,False,,0,,,,,,,,[],,,,
823555158,823555158,2008-05-30 14:13:42 SA Pacific Standard Time,2008-05-30,14:13:42,-0500,14525200,medallo,medallo.info,,Presentación proyecto Rionegro - Hospital San Vicente de Paul  http://tinyurl.com/6gq947,es,[],[],[],0,0,0,[],[],https://twitter.com/medallo/status/823555158,False,,0,,,,,,,,[],,,,
823555128,823555128,2008-05-30 14:13:38 SA Pacific Standard Time,2008-05-30,14:13:38,-0500,14525200,medallo,medallo.info,,Jingle de Café Mariscal  http://tinyurl.com/6bg6sy,es,[],[],[],0,0,0,[],[],https://twitter.com/medallo/status/823555128,False,,0,,,,,,,,[],,,,
823555088,823555088,2008-05-30 14:13:57 SA Pacific Standard Time,2008-05-30,14:13:57,-0500,14525200,medallo,medallo.info,,"Mayo 30 de 2008, 1039  http://tinyurl.com/5t3z85",es,[],[],[],0,0,0,[],[],https://twitter.com/medallo/status/823555088,False,,0,,,,,,,,[],,,,
823521041,823521041,2008-05-30 13:15:11 SA Pacific Standard Time,2008-05-30,13:15:11,-0500,14525200,medallo,medallo.info,,La lepra no está tan lejos  http://tinyurl.com/68gyzj,es,[],[],[],0,0,0,[],[],https://twitter.com/medallo/status/823521041,False,,0,,,,,,,,[],,,,
823520931,823520931,2008-05-30 13:15:06 SA Pacific Standard Time,2008-05-30,13:15:06,-0500,14525200,medallo,medallo.info,,De Zeppelins y John Malkovich  http://tinyurl.com/5omlsx,cy,[],[],[],0,0,0,[],[],https://twitter.com/medallo/status/823520931,False,,0,,,,,,,,[],,,,
