"date","username","tweet"
"2020-08-03","2020noticiasc","entretenimiento cantantes de medellã­n y exparticipantes los reality lavozcolombia aotronivel se unieron para crear sevale un sencillo que busca transmitir mensaje esperanzador en este tiempo pandemia shxsi4trnk"
"2020-08-03","almtgb","lavozdelaconci5 y si usted mira hoy en medellã­n escacez de oxã­geno definitivamente el camarada se la paso meses alimentando su ego por lo que ã ste sujeto ha hecho es un fiasco rima con irresponsabilodad dolo"
"2020-08-03","elhptagordo","sebaspegante toroelgafufo mateomejia142 jajajajajaja no soy del medellã­n atenti ahã­ con mi camisa la recuerdo que es diferente ðÿ"
"2020-08-03","elneab","estamaricaque_ yo ya quiero que se acabe esta mierda y poder estar en medellã­n"
"2020-08-03","fariast1975","mariafdacabal angelofrancos quinterocalle miren en la ã pocas que hugo chã ves lleva dichos mã dicos a venezuela igualmente lo esta haciendo el alcalde de medellin por las narices del presidente duque no se sabe quien es l hibernando pueblo colombianos si quintero o ya kkvxsj4f3b"
"2020-08-03","francis55197300","esta volando un helicã ptero de la policã­a sobre medellã­n"
"2020-08-03","ihosvanny1","palomavalencial alvarouribevel yo tambiã n me acuerdo como en los barrios populares de medellã­n y ã rea metropolitana llegaban repartiendo bala a diestra siniestra cayera quien mandando el mensaje q llegaron paracos recuerdo muchos hij s se levantaron sin sus padres madres hijos"
"2020-08-03","johnmariocadavi","dona_pily a mã­ me agarrã la cuarenta en punta argentina mi esposa medellã­n no tener el abrazo de tu amada ni nadie es muy berraco pero seguimos firmes amor ante todo un propã sito si tenã s seguir amando posible"
"2020-08-03","jrgen62949952","quinterocalle mofakr_eng apccolombia acimedellin a ver si entiendo sr alcalde en bogotã quã tiene mã s habitantes parecer han funcionado los toques de queda y medellã­n no dã nde radica la diferencia ud que es quien administra ciudad por favor nos podrã­a explicar porque vamos arriba gracias"
"2020-08-03","juanda_rpo","debate_millo humopoderosodim rivertricamp35 exigenciacarp rivercoleccion todoriver28 esteban_millo36 adictaariver el charro mejor jugador que ha vestido la camiseta del medellã­n"
"2020-08-03","kienyke","regiones el alcalde de medellã­n daniel quintero quinterocalle anunciã que autoriza la reapertura los aeropuertos josã marã­a cã rdova rionegro aeropuertomde y olaya herrera en aeropuertoepaoh alcaldiademed tqrwmnojw7"
"2020-08-03","klokilfk","medellin_762 sempre marcamos e nunca dã ðÿ"
"2020-08-03","macambo31","levyrincon dcoronell no puedo entender que defiendes si la mafia de medellã­n con ã lvaro uribe o del valle el clan samper y daniel coronel amigos explã­cales por favor"
"2020-08-03","manuelgarcia_52","y cuando la cortesupremaj cconstitucional fueron chuzadas perseguidas en el gobierno de alvarouribevel que paso cedemocratico polodemocratico ivancepedacast wilsonariasc jorgomezcamara jerobledo luispelaezj manoslimpiasco humana_medellin gustavotrianasu petro"
"2020-08-03","maraaaaangelc","ver mis â œig archivesâ es extraã ar lo que mi vida en medellã­n ðÿ º"
"2020-08-03","maurici03109079","carlosholmestru alvarouribevel sã­ lo dice la herencia del cartel de medellã­n le creo"
"2020-08-03","medellin_762","klokilfk eu nã o chama"
"2020-08-03","numeral767","julianeocampov julian las autoridades reportan siguientes rutas alternas vã­a medellã­n â cisneros puerto berrã­o costa atlã ntica turbo monterã­a"
"2020-08-03","parrandavalle","medellin ðÿ felicitaciones a nuestros amigos de dondeelcosteoficial que hoy cumplen aã os repost ÿ â estamos celebraciã n hace nos tomamos la vida con mã s sabor y sabrosura kouv7pre3n"
"2020-08-03","sebaspegante","elhptagordo toroelgafufo mateomejia142 sos del medallo y no olvidas a luciana"
"2020-08-06","asi_sucede","por unanimidad designa legislatura a alfredo medellã­n como director general de comunicaciã n social hhlgnsmc6n cfvtadoldx"
"2020-08-06","betrogalv","pacastr medallo esta bonito tambiã n cpqcozyhuk"
"2020-08-06","comercio_emerge","fundiciã n hernã ndez espinal medellã­n somos fabricantes en aluminio y bronce piezas especiales repuestos para draga pesas plomo buceo whatsapp iwkruly3ft"
"2020-08-06","emvarias","volveremosaflorecer porque la cultura silletera sigue intacta â todo va a estar bien gracias gestora social de medellã­n diamaov por promover nuestra tradiciã n durante crisis alcaldiademed la3eq5aull"
