id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
25929557173,25929376058,2010-09-29 18:57:23 SA Pacific Standard Time,2010-09-29,18:57:23,-0500,57448143,anvargear,AnvarGearCO,,"@mauricioweb Gracias, Seria una muy buena experiencia. Y que le regalaras a Medellín en su cumpleaños @cumplemedellin",es,"[{'screen_name': 'cumplemedellin', 'name': 'medellín', 'id': '186229214'}]",[],[],0,1,0,[],[],https://twitter.com/AnvarGear/status/25929557173,False,,0,,,,,,,,[],,,,
25929550936,25903313642,2010-09-29 18:57:19 SA Pacific Standard Time,2010-09-29,18:57:19,-0500,91286907,f3lixthecat1984,Félix Armando Osorio T.,,@EledisElaine medellin colombia saludos para ti,es,[],[],[],0,0,0,[],[],https://twitter.com/f3lixthecat1984/status/25929550936,False,,0,,,,,,,,[],,,,
25929421247,25929421247,2010-09-29 18:55:38 SA Pacific Standard Time,2010-09-29,18:55:38,-0500,70120185,sergioafv,Sergio Alejandro,,hey siii una nena en medellin (@DOBLEU2009 live on  http://twitcam.com/276y6),fi,"[{'screen_name': 'dobleu2009', 'name': 'wilson bernal sereno dobleu', 'id': '36654319'}]",[],[],0,0,0,[],[],https://twitter.com/sergioafv/status/25929421247,False,,0,,,,,,,,[],,,,
25929398987,25929398987,2010-09-29 18:55:21 SA Pacific Standard Time,2010-09-29,18:55:21,-0500,48220163,camilojara,Camilo Jaramillo A.,,"En #Medellín TODOS vivimos en #comunas todavía hay quienes se expresan despectivamente de ""esas comunas""  http://twitpic.com/2t6vj4",es,[],[],[],0,0,0,"['medellín', 'comunas']",[],https://twitter.com/camilojara/status/25929398987,False,,0,,,,,,,,[],,,,
25929376058,25929376058,2010-09-29 18:55:04 SA Pacific Standard Time,2010-09-29,18:55:04,-0500,18021445,mauriciognoya,Mauricio González Noya,,"@niutic @anvarstudios Sin duda, seria espectacular un #TweetsandCoffe Medellín, sobre todo por lo mucho que me gusta esa ciudad y su gente.",es,"[{'screen_name': 'anvarstudios', 'name': 'anvarstudiosco', 'id': '700722499017805826'}]",[],[],0,0,0,['tweetsandcoffe'],[],https://twitter.com/MauricioGNoya/status/25929376058,False,,0,,,,,,,,[],,,,
25929324849,25925338572,2010-09-29 18:54:24 SA Pacific Standard Time,2010-09-29,18:54:24,-0500,52142796,yosoyelpolitico,YOSOYELPOLITICO,,@CastellarGirl que tal medalló?,es,[],[],[],0,0,0,[],[],https://twitter.com/YOSOYELPOLITICO/status/25929324849,False,,0,,,,,,,,[],,,,
25929279581,25929279581,2010-09-29 18:53:50 SA Pacific Standard Time,2010-09-29,18:53:50,-0500,80140227,rogervelezc,Róger Vélez Castaño,,I uploaded a YouTube video -- La Secretaría de Bienestar Social de Medellín presuntamen...  http://youtu.be/6A3wS9wCpiA?a,es,[],[],[],0,0,0,[],[],https://twitter.com/RogerVelezC/status/25929279581,False,,0,,,,,,,,[],,,,
25929181056,25929181056,2010-09-29 18:52:34 SA Pacific Standard Time,2010-09-29,18:52:34,-0500,106417593,johnmayorga78,John Mayorga,,donde #carajos me puedo ver el partido de nacional medellin????,es,[],[],[],0,0,0,['carajos'],[],https://twitter.com/JohnMayorga78/status/25929181056,False,,0,,,,,,,,[],,,,
25929128677,25929128677,2010-09-29 18:51:54 SA Pacific Standard Time,2010-09-29,18:51:54,-0500,70120185,sergioafv,Sergio Alejandro,,quien es el que dirige en medellin?? (@DOBLEU2009 live on  http://twitcam.com/276y6),es,"[{'screen_name': 'dobleu2009', 'name': 'wilson bernal sereno dobleu', 'id': '36654319'}]",[],[],0,0,0,[],[],https://twitter.com/sergioafv/status/25929128677,False,,0,,,,,,,,[],,,,
25929099882,25928130219,2010-09-29 18:51:32 SA Pacific Standard Time,2010-09-29,18:51:32,-0500,43542701,periodistica,Periodística💚💜🇨🇴🇦🇷🇪🇺,,@raigohead En Orange???? es que vos ya estás en Medallo?,es,[],[],[],0,0,0,[],[],https://twitter.com/periodistica/status/25929099882,False,,0,,,,,,,,[],,,,
