"date","username","tweet"
"2007-08-01","martinrottler","yo tengo pesos cervezas esta puedo beber 3.5l ron medellin y de una botella scotch d"
"2007-08-07","globalvoices","medellin colombia from kidnapping capital to renaissance city medellã­n is synonymous wit http tinyurl.com yqpxb7"
"2007-08-10","buoka","ya tengo vivein coming soon medellin"
"2007-08-16","globalvoices","medellã­n colombia the recipe in last podcast introducing hiperbarrio project http tinyurl.com 2qdk9g"
"2007-08-17","gvenespanol","medellã­n colombia de capital del secuestro a ciudad renacentista en el primer podcast rising http tinyurl.com 2f7vyu colombia festivales de arte poesã­a y flores en medellã­n los bloggers escriben del fina http tinyurl.com 3apymp"
"2007-08-22","buoka","confirmado robi draco en medellã­n cierre altavoz"
"2007-08-25","radiouaem","las calles de medellã­n by coffe makers from el camino"
"2007-08-26","globalvoices","colombia video channel on blog medallo bloguero es through the use of custom player has placed http tinyurl.com 29df3c"
"2007-08-28","alexdleon","abandonan a mujer atada y amordazada la vã­ctima de aã os fue hallada en el cruce avenida linda vista medellin co"
"2007-08-30","alexdleon","fw rv como andan en geografia forwarded by karla dinorah aguilar medellin cc mty axtel on pm"
"2007-08-30","georgedonnelly","disfrutando del la lluvia en medellin es muy relajante"
