"date","username","tweet"
"2015-03-03","alexdelosrios73","asã­ se atiende a los mã s vulnerables de medellã­n esa iniciativa pãºblica la administraciã n municipal busca http doykno1dai asã­ se atiende a los mã s vulnerables de medellã­n esa iniciativa pãºblica la administraciã n municipal busca http afqslml9m9"
"2015-03-03","bicinavegantes","travesiafmb4 de bicinavegantes y cicloguerreros entre bogotã medellã­n fueron 450kms pedal dritxo6rob"
"2015-03-03","charlie_varg","i'm at aeropuerto internacional josã marã­a cã rdova mde avianca in medellã­n zcmet7mg4v"
"2015-03-03","cheap_porno","i am a colombian girl borned in medellin outgoing friendly open mind and very interested all about sex for thatâ http hivwsh2m6g"
"2015-03-03","danielhdez84","conexionwin cesaralo americadelvalle excelente programa apoyando a alexis mendoza y al junior desde medellin saludos illerahugo"
"2015-03-03","japerdomo21","estudiantes viajarã a medellã­n con algunas dudas en el equipo http gpbfttzrno"
"2015-03-03","johnroldan6","mobiliario de ultima tendencia paredes 3d venta en medellin para personas buenâ chotf8xlcw"
"2015-03-03","julizm","linda medellã­n http xi0tse45i9"
"2015-03-03","krovargas","famliagpowermed le doy la bienvenidad a nuestra familia g power en medellã­n"
"2015-03-03","llerasbike","disponible en llerasbike medellin âœ ó ÿ"
"2015-03-03","luistavera11","desde medellin exelente programa y feliz con liliana salazar en la mesa"
"2015-03-03","luisyepesb","los tengo dominados estaciã n poblado metro medellã http vag4rpsrwl guayacanes estresados en medellã n prendon http ezs3obejqj"
"2015-03-03","og_medellin","waffles are better than pancakes"
"2015-03-03","paundreca","alitas vã rtigo vertigo_pub in medellin antioquia yxcegiqikq"
"2015-03-03","quedice_net","new post aeromã xico ya despega desde medellã­n http qfbjeeqwro"
"2015-03-03","shutuptarquino","medellã­n harã parte de la celebraciã n los aã os botella coca cola que belleza ome"
"2015-03-03","somosmedellin","medellã­n el_tesoro te regala desde marzo un gigantedearrescate de escultor espaã ol sergi ramã­rez http uz8ibnxqup somosmedellã­n"
"2015-03-03","ximenaescobar","espressomushroomco growing in medellin ðÿ dy42zqqy4s"
"2015-03-06","4000marisol","luciamendezp q bueno algun dia lida salinas y el doctor se presentaran en colombia medellin seria un sueã o http yb4ld8vaig"
"2015-03-06","ad0lfomunos","capturan a seis personas de una banda que estafaba comerciantes en medellã­n entre febrero y marzo este aã o http m6hgafwqud"
"2015-03-06","astridbuendy","capturan a seis personas de una banda que estafaba comerciantes en medellã­n entre febrero y marzo este aã o http ljpkjtdxb3"
"2015-03-06","ciudadcodificad","la constante de concejomedellin y anibalgaviria espaldas a triste realidad medellã­n participamed http knhb9m9wiw"
"2015-03-06","daniel_carlosm5","amantes de la natacion y deportistas aguasabiertas recuerden panamericanomaster en medellin del al planifica asiste"
"2015-03-06","danyhidalgos","capturan a seis personas de una banda que estafaba comerciantes en medellã­n entre febrero y marzo este aã o http vufn9sz6ml"
"2015-03-06","esmeraldam0ra","capturan a seis personas de una banda que estafaba comerciantes en medellã­n entre febrero y marzo este aã o http eglxwske8p"
"2015-03-06","fandeluislopez","carlosortegac17 pufff ni cuenta y con los de cali bogota o medellin no se considera clã sico como en argentina x ej river san lorenzo"
"2015-03-06","felixlabrad0r","capturan a seis personas de una banda que estafaba comerciantes en medellã­n entre febrero y marzo este aã o http ffk4anwbdr"
"2015-03-06","jhonalandrade","fabiancho118 no en medellã­n esa funciã n la cumplen los mal llamados azules"
"2015-03-06","jhormanradag","escuchando lo nuevo de malumacolombia eltiki pegao ðÿžµðÿž ðÿ medellin la ciudad eterna primavera lbhxwmdz8k"
"2015-03-06","juan_reynoso","convocan marcha por el ingeniero de medellã­n desaparecido http li7zi2jjsz alejoteestamosesperando"
"2015-03-06","juanjimenezjr1","esta noche en medellin jaxh7evj4x"
"2015-03-06","karinurbina_t","capturan a seis personas de una banda que estafaba comerciantes en medellã­n entre febrero y marzo este aã o http u7tlflltdt"
"2015-03-06","niampiraprensa","ya esta en medellin el ajedrezado para partido maã‘ana con dim"
"2015-03-06","pubicidad007","convocan marcha por el ingeniero de medellã­n desaparecido http 5np3qrh1ed"
"2015-03-06","silvi0murciaa","capturan a seis personas de una banda que estafaba comerciantes en medellã­n entre febrero y marzo este aã o http m6o9p5rtss"
"2015-03-06","sttmed","rubendarocrden1 hola ruben lo invitamos a ver cã mo estã n las vã­as de medellã­n desde su casa o mã vil http rk3pjly0hq saludos"
"2015-03-06","teoflow","informaciã n a partir del de marzo estarã vendiendo la ropa cima lacimawear en medellã­n.â ui9svd06tv"
"2015-03-06","yuliana_mendoz","capturan a seis personas de una banda que estafaba comerciantes en medellã­n entre febrero y marzo este aã o http lykt04k7rt"
"2015-03-09","bladyparra","desde medellã­n colombia rayken heavy metal video oficial http zlz42uo6gl"
"2015-03-09","camilopez990","llegate miã rcoles ya quiero verte mi medallo ðÿ â"
"2015-03-09","casadelpoetarlv","miã rcoles lectura de alexa legorreta caracolitopop joana medellã­n y eva merino organizada por cuadrivio_ http ht2fjrrvps"
"2015-03-09","cicloinvisiveis","cicloviasinvisiveis medellin colombia bike bicicleta cycles cycling ciclas bicisâ lzcdidbc0a"
"2015-03-09","cncmedellin","adiã s aun pionero de la radio y televisiã n canal cnc medellã­n http vyknxi29kx"
"2015-03-09","davidmorazulu","â œ monicajllo todavã­a no se acaba el lunes y yo sigo en modo medellin davidmorazuluâ jajaja pasamos muy rico te quiero mucho cora"
"2015-03-09","de_lamesa","check out pics from our latest streetfood tour in medellin colombia exotic pitaya was fav on the fruit stop http duasvwz8be"
"2015-03-09","diegofmarinm","eventos microsoft para ã sta semana medellã­n y bogotã regã­strate participa http udsp8zzlv0"
"2015-03-09","djblackzurbana","con j ã lvarez haciendo invasiones z urbana medellin http a1eqhq0itx"
"2015-03-09","enlaondanet","en medellã­n los paisas tambiã n marcharon por la vida http od7wf1yb0j q7l2pwrlaj"
"2015-03-09","glenforvickenth","marcanthony mi nombre es glenfor y soy docente en medellin col me gustarã­a contar con su ayuda para una presentaciã n slowmikecqt mi nombre es glenfor y soy docente en medellin col me gustarã­a contar con su ayuda para una presentaciã n mjacksoncf mi nombre es glenfor y soy docente en medellin col me gustarã­a contar con su ayuda para el colegio"
"2015-03-09","hal_desmond","se reporta a esta hora hombre derretido en medellã­n estecalornoesnormal"
"2015-03-09","hgoldenpalermo","somos el hotel golden palermo de la ciudad medellã­n una nueva propuesta hospedaje joven e innovadora http mg0hi5b6d9"
"2015-03-09","josearcesio3","oscurve contactos acuarruta es un proyecto de ciudad para recuperar el rã­o medellã­n http i9reuhsvpr"
"2015-03-09","mellamoregina","mi episodio de hoy se llama del mercado coyuya al medellã­n ðÿ â ºï mecasocontigocoloniaroma nininomore adiã stacoscoyuya"
"2015-03-09","payaso_hpta","parce extraã o vivir en medellin ðÿ"
"2015-03-09","usmcolombia","la cultura de lo gratis matã el imaginario medellã­n como una ciudad rockera inquietudes en uncafã conunmãºsico yosoyusm"
"2015-03-09","zirusoficial","zirus pizza medellã n gran inauguraciã marzo c.c premium plaza local http q18xk6oevh"
"2015-03-12","aanyiiacoosta","ojala me salga el viaje para medalloâˆš"
"2015-03-12","antoniobarrio14","tribunal de medellin ordenã la libertad del paramilitar alias el alemã n http 9xjc1osqpj daiekaqpkl"
"2015-03-12","blogucn","medios de comunicaciã n se preparan para cubrir el evento una sonrisa medellã­n http uqavdilwaj fcfkadlryw"
"2015-03-12","camihoyos24","hassnassar enjaquediatv que canal en medellin cable une"
"2015-03-12","camilito2255","camilito2255 s account is temporarily unavailable because it violates the twitter media policy learn more"
"2015-03-12","christianriv89","medellã­nciudaddehistoria la historia que poco a anã­bal gaviria correa y su alcaldã­a de medellã­n han ido http iqweo0umc6"
"2015-03-12","clasickero","__valeri9 jajajaja cuando estã en medellã­n ya serã presencial"
"2015-03-12","comite_c","medellã­n exhibirã en milã n su transformaciã gracias al emprendimiento http tzig0quc26"
"2015-03-12","comunicandres","mdeinteligente andresftv recuerdo con nostalgia cuando la ciudad tenia sus portales y medellã­n digital estaba enseã ando"
"2015-03-12","hogaruniversal","maã ana empieza nuestro gran bazar en medellã­n â estas listo inventamosfelicidad"
"2015-03-12","isaiasmp4","medellã­n exhibirã en milã n su transformaciã gracias al emprendimiento una delegaciã de mostrarã http uufdxu9cuj"
"2015-03-12","jdapenao","mateogonzalezb rigalindos ficogutierrez parquesdelrio medellã­n adolece de espacio pãºblico por eso se llena ciudad del rã­o"
"2015-03-12","jemaya_","y seguimos en la jugada punto cardinal comunicaciones in medellin antioquia vvpk76qjie"
"2015-03-12","kanrootty","si voy a medellin encerrarme todos los dias en un cuarto no me molestaria"
"2015-03-12","numeral767","lilemont buenas noches a continuaciã n se relaciona estado actual de la vã­a pereira medellã­n http fwwqtdsfbo"
"2015-03-12","piedadescobar","medalla de mã rito femenino antioqueã a oro recognition to women leaders medellã­n antioquia http j3ih2jh01f"
"2015-03-12","redepazant","todas las mujeres de medellã­n y antioquia orgullosamente deben ser mã ritofemenino secmujeresmed mujeresant paulitamayo22"
"2015-03-12","sisbeles01","medellã­n la niã ez pilar fundamental en el presente y futuro de prevenciã nsocial colombia mã xico mundo http asdcw5etuo"
"2015-03-12","torreeldorado","vuelo avianca av9342 bogotã bog_eldorado aeromedellinrng medellin despegã a las 56pm aterrizarã 21pm en a321 confirmado vuelo avianca av9336 bogotã bog_eldorado aeromedellinrng medellin despegã a las 49pm aterrizarã 14pm en a319 confirmado"
"2015-03-15","_alexbueno","a tamairlines tã de sacanagem em me dar sã pontos por um vã o ida e volta guarulhos ã medellin na colã mbia culpadofhc"
"2015-03-15","27_aic","no pasa nada con ese medellã­n"
"2015-03-15","81arielfernando","lincpal en cucuta nos mereces unos equipos asi buena nomina entrega y la hinchada responderia como medellin"
"2015-03-15","alcaldiademed","al aire medellã­n todosporlavida sã­guenos en telemedellin"
"2015-03-15","aleja1999451","te amoooo medellã­n â"
"2015-03-15","alejoch9","hay medellin me vas a matar"
"2015-03-15","andresafpm222","marcador final atletico nacional medellin"
"2015-03-15","andresfrancco","por triunfos tã­tulos e historia atl nacional siempre serã mã s instituciã n y equipo que el deportivo independiente medellã­n vamosnacional"
"2015-03-15","archiverdolaga","grande nacionaloficial sigue la paternidad hacia medellin puntos en clasicos este semestre.â ypknxcdiyf"
"2015-03-15","astridpbrito","hoy tambiã n marcaron lobo guerra en la victoria de nacional ante medellã­n y del valle el rã­o ave penafiel venex"
"2015-03-15","byangelicac","digno clã sico en antioquia nacional medellã­n y terminã con aplausos ðÿ"
"2015-03-15","casanovitha","atletico nacional medellin gt gracias verde por voz sosoy felix"
"2015-03-15","ccceml","juanaristiangel tã cnico de su medellin porq el.de mi se llama leã nel jesãºs alvarez"
"2015-03-15","clima24_7","probabilidad de lluvia para la noche en medellã­n climanovedades http uqmth8gntm"
"2015-03-15","comite_c","atlã tico nacional se impuso ante medellã­n en el clã sico paisa nãºmero http d8v9qwb24n"
"2015-03-15","dancerlp","orgulloso de vos brotha nacional medellin medellinvsnacional kwwnodtdu0"
"2015-03-15","davidarango123","hernã n torres debe ser licenciado isofacto del medellã­n"
"2015-03-15","derlyo_1","termina el compromiso de atlã tico nacional e indte medellin dandole la victoria a mi verde del alma con goles nacionaloficial"
