"date","username","tweet"
"2019-10-03","alvaroaospinaj","carlos8a210856 herbinhoyos joseradaroldan samuel_ortizm stefanbravo3 ciudadanosporc1 juli54790659 en medellã­n dã nde"
"2019-10-03","alvarouribevel","visitamos la central mayorista de medellã­n itagã ã­ un ejemplo administraciã n privada andrã s guerra gobernaciã alfredo ramos alcaldã­a rosita acevedo 3rkboq4veb"
"2019-10-03","anakatacarmona","sala llena y corazã n contento litigantepeli abre el cinefrancescol en medellã­n pplsh2oofb"
"2019-10-03","baybarsorsek","it happened amazing experience in medellin colombia mucho gracias festivalgabo and googlenewsinit t4pkjodzxb full house today mucho gracias medellin ðÿ festivalgabo googlenewsinit bk2mkb5geh"
"2019-10-03","castillitospot","un muro vacã­o y varios grafitis para retratar la ciudad de medellã­n uwyfjibudk dr7wsvsfdg"
"2019-10-03","cavernetrock","cavernetrock agotada la preventa de localidades preferencial y vip para caifanes en medellã­n el prã ximo marzo boleterã­a etuyofmwbc wvbpdosfud caifanesmex latiquetera paramopresenta angpqzv50c"
"2019-10-03","cbarraga","alvarouribevel visitamos la central mayorista de medellã­n itagã ã­ un ejemplo administraciã n privada andrã s guerra gobernaciã alfredo ramos alcaldã­a rosita acevedo 0lbtv01lwg"
"2019-10-03","fcomultrasan","cfcoop2019 oficialmente la vii convenciã n financiera cooperativa serã realiza en ciudad de medellã­n 2g4dx1p88b"
"2019-10-03","glaratorres","mis bonitas compras de hoy en filem el libro â œel hã roe la imaginaciã nâ yuritza medellã­n que tiene particularidad estar espaã ol y braille mi agenda monarcas ðÿ š ovxtbactbf"
"2019-10-03","jovel_alvarez","hoy un seã or colombiano en medellã­n se me acercã y amablemente preguntã â usted es nosoyclark ðÿ fue increã­ble jajaja comentã que gran seguidor de pattypoleo dlaraf nituperez factoresdepoder"
"2019-10-03","jucavy","ojalã lo de matã­as no sea grave y se recupere para el domingo necesitamos experiencia acã en medellã­n ya que va a estar teo"
"2019-10-03","lacronologia","ðÿ lugares increã­bles para visitar en medellã­n hwgs3gj0g7"
"2019-10-03","mauromet94","victoria importante para mantenerse entre los ocho gol de luis sandoval penal tal vez se pudieron hacer mã s pero debe rescatar la solidez en defensa del equipo que tampoco dejã buscar arriba puntos y a dejarlo todo medellã­n vamosjunior xaiq8gjpqq"
"2019-10-03","michelj03396418","fabianr0220_ david10ab uribista10 cesaralo abucaramanga dimayor las sanciones deben ser ejemplares si usted la caga pues paga y en medellã­n hay una buena tecnologã­a para individualizar al agresor â no era eso lo que reclamaban pagarã n justos por solo pecador dim le sancionaron fechas tribuna hincha"
"2019-10-03","nanacris90","amiguitos ya fueron a trampoline park en medellã­n lo recomiendan"
"2019-10-03","pamozaec","en ipiales estã el equipo team medellã­n guayaquil n los equipos extranjero de suiza venezuela colombia perãº y ecuador quito la comisarã­a veedora ponga a trabajar quien pagando periodista"
"2019-10-03","peugeotcol","gran lanzamiento de nuestra vitrina en medellã­n ahora el leã n estarã mã s cerca ti automotora â ï nezgldmy6v"
"2019-10-03","radiosines","madonna medellã­n feat maluma"
"2019-10-03","redmasnoticias","voto2020medellã­n en minutos conã ctese al gran debate con los candidatos a la alcaldã­a de medellã­n puede verlo por facebook live red noticias o para usuarios claro mi app y claromusicaco sin consumir tus datos jue9nukfy9"
"2019-10-06","abucaramanga","profesionalmasculino nuestros leopardos para enfrentar a deportivo independiente medellã­n por la fecha de ligaaguila ii zcklr9k3li"
"2019-10-06","aguilarvelasqu1","horas en medellã­n colombia â quã hacer ver e55mmislhw vã­a youtube"
"2019-10-06","anamalortiz","aestemartinez yo pensã que lo del dummy hoy en medellã­n era raro"
"2019-10-06","anamarango3","hermoso se ve todo amo a medellã­n â ï ðÿ"
"2019-10-06","andymmejia","nacionaloficial pã ngase serio siempre la misma mierda y ese equipo no le jugo sino bien a medellã­n de resto sufriendo se gana o empata"
"2019-10-06","angiexmonsalve","vanebloodline_ medellã­n"
"2019-10-06","anllanos","con lo que uno queda despuã s de en medellã­n saliendo a tomar todo los dã­as jibxawvh1o"
"2019-10-06","arangodavid14","histã rica jornada de apoyo al gran colombiano en medellã­n suqrddqpks"
"2019-10-06","augustarango","iandresperez jajaja igual me pasa pero el recuerdo en medellã­n ay who's that chick ðÿ"
"2019-10-06","bernardoaguerra","culminamos con grupos culturales y musicales ken wes zaga roger aa z en comuna bella noche entorno urbano cabinas estaciã n del cable juan xxlll bernardoaguerra concejo de medellã­n l andresmesal asamblea julianstivenvm jal partidoliberal ns5yqrrd9i"
"2019-10-06","caardhe","lo anhelo en medellã­n"
"2019-10-06","caerorme","todos los ancianatos de medellã­n ahã­ haciendo bulto no es mentira en el barrio donde vivo hay un ancianato con publicidad polã­tica del cd"
"2019-10-06","carlosariosp","comuna9 es fundamental marcar bien en el tarjetã n este de octubre para que podamos llegar al concejo a trabajar por bienestar todos los habitantes medellã­n importante âœ marca con una x logo del centro democrã tico y luego otra nãºmero 1ï âƒ 7ï jbhvxbwjii"
"2019-10-06","carloscortes","el viernes oã­ al maestro javier darã­o restrepo hablando con hrestrepo en festivalgabo medellã­n lãºcido y generoso hasta final de su vida nos deja una caja herramientas para seguir trabajando â la ã tica no se enseã a comparteâ klb8pobm0z"
"2019-10-06","catasuarezf","todo el mundo tiene la fortuna entre las manos solo hay que planearla desde los domingos en noche medellin ciudad de eterna primavera xyxlneehqk"
"2019-10-06","cocoliso66","hace unos aã os de visita en medellã­n tome esta foto defendamos a ã lvaro uribe que ha sido un lã­der luchador no solo por colombia sino latinoamerica produjo empleo modernizã y siempre firme ante los comunistas d8jtcnddjh"
"2019-10-06","csalejaherrera","ðÿ ï â ðÿœˆ sobre las olas un barco va âœœâ happyðÿ hot sexysoy š aloveyouðÿ onlyyouðÿ colombianadas midiostepague killadamente 1nagorditasexy colombia medellin âš bogota cali barranquilla pereiraâ 9d3buk5bqn ðÿ ï â ðÿœˆ muerta de miedo jajaja quiã n dijo âœœâ happyðÿ hot sexysoy š aloveyouðÿ onlyyouðÿ colombianadas midiostepague killadamente 1nagorditasexy colombia medellin âš bogota cali barranquillaâ z6z8bep8ob"
"2019-10-06","dasacabe1","sebaxtian69 que tristeza y el tã cnico dice no queda tiempo para trabajar eso ningãºn jugador se media hora mã s practicando ãºltimo gol de tiro libre lo hizo cabrera hace aã o medio contra medellã­n en palogrande"
"2019-10-06","davamara16","palomasenadora medellã­n por quã es tan paraquita"
"2019-10-06","dudecolombia","palomasenadora jajajaja pobre no llenaron ni una plaza siquiera en medellã­n"
"2019-10-06","edinsonlugomeji","nacional junior â el tiburã nâ da un golpe en medellã­n gvhcxent6r"
"2019-10-06","elburrointel","eltalkngry quã inflada le pegaron a ese equipo por ganarle los muertos de medellã­n no han ganado ningãºn serio"
"2019-10-06","eltoxico__","ladelahache andresrosero997 â como te cae una botella de sello azul en playa y para terminarla con empinada ron medellã­n"
"2019-10-06","emejia08881576","magnarodriguezh asã­ es cero izquierda en medellã­n"
"2019-10-06","erioji","esto es medellin donde combinaron una manifestaciã n del candidato ramos y la de apoyo al genocida aãºn asã­ muy pobre no sobrepasa mil asistentes incluyendo venteros ambulantes vagos drogadictos alcohã licos que pertenecen paisaje parque"
"2019-10-06","es_const","uninoticias leonkrauze eso quieren hacer en alcaldiademed ficogutierrez negocios con las carceles medellã­n antes de ir ðÿ"
"2019-10-06","exomedios","ðÿ lugares increã­bles para visitar en medellã­n g7msrv3afu"
"2019-10-06","fabilarat","un excelente recorrido en medellã­n con la familia cuellar chã vez y una muestra de gastronomã­a ðÿ con el maestro oscardleon ðÿ ª en intercontinental medellin dyd2gg0tn1"
"2019-10-06","frafer143","en medellã­n coliseo universidad de las fechas y basketacademia jugarã local recibiendo a piratasbogota el martes miã rcoles octubre p.m lpbcolombia academia es lã­der con puntos lo escolta cimarroneschoco titanes nuvnilztux"
"2019-10-06","geineruribe","esa marihuana en medellin como que es brava deje el vicio viejo"
"2019-10-06","gustavohgiraldo","cuando comprar la leche en medellã­n era una tertulia matutina 5swiln8z2f"
"2019-10-06","habladeportes","juniorhd â lo volviã a hacer y disfrutã estas fueron las impresiones de narvã ez luego su gol la victoria ante nacional en medellã­n mu4gbcsinc jh2it8q2az"
"2019-10-06","hablafutbol_","junior pasã de partidos sin ganarle a atlã tico nacional en medellã­n desde dos veces la ãºltima vez que el tiburã n ganã seguidas al verdolaga visitante fue datoshf juniorhf hablafãºtbol im7xdxyiqv"
"2019-10-06","heidimarduque","hoy estuvimos en el parque de las luces medellã­n apoyando y acompaã ando a alvarouribevel estamosconuribe uribeescolombia n7k3dzqyd2"
"2019-10-06","hiperenlazados","âš ï las perras de medellã­n una joya gastronã mica del valle aburrã vã deo zbuf8sqni8"
"2019-10-06","jandresgrisales","merv59 en medellin"
