"date","username","tweet"
"2013-05-03","amaluld","quã estã pasando hoy en medellã­n a equipo de fãºtbol trajeron que hay tanta cosa linda la calle"
"2013-05-03","antoniojpatino","felicitaciones a la mejor universidad de medellin y colombia egresado orgulloso 53aã oseafitâ eafit"
"2013-05-03","armandogon444","acabo de reportar un congestionamiento en av universidad medellã­n http sdp7bihy25 con el gps social waze_es"
"2013-05-03","bajoasfalto","minutos para que se abran las puertas la sg party ready medallo"
"2013-05-03","camachoaleja","felicitaciones a una de las mejores universidades medellin mi admiraciã n y respeto 53aã oseafit"
"2013-05-03","cindy_lks","mauroroja andamos grabando en medellin para ritmoson con reykon_ elparcero primer trabajo discogrã fico muyâ http wkxgxmp7uv"
"2013-05-03","clau_duque","revistasemana no puedo creer existan estas teorã­as.si fuera asã­ cali y medellin estarã­an miles de kilometros bajo tierra loquenosfaltaba"
"2013-05-03","cristianport95","este friito esta bueno pa un trago de medellin bn caliente que la garganta una y ese se sienta en el estomago"
"2013-05-03","dan_hernandezj","reportero digital medellã­n para canal capital http 9rwa2ybeyt via youtube"
"2013-05-03","daniel_cocinero","los estudiantes de primero y segundo ismm_colombia medellin que me acompaã aron hoy http qmk3bepj2q"
"2013-05-03","davidjosio","dani_medellin happy bday"
"2013-05-03","dayanalc","superconfirmado en medellã­n hay un niã o de tres aã os que da misa http 8xk4h35c3x"
"2013-05-03","diegojguzmanu","medellã­n colombia night athletic gym http eslbsftwbt"
"2013-05-03","digibuzzmixtape","video gunplay pyrex official http wtc7fuh3uw gunplaymmg mmg medellin digibuzz"
"2013-05-03","elirivas","idrd este fin semana compite en medellin el equipo juvenil de lucha olimpica bogota nacionaljuvenil clasificatorio al panamericano"
"2013-05-03","giovajimenez","i'm at ay caramba laureles medellã­n w others http 3h3meclvyy"
"2013-05-03","jaysaccru","_ibroken si me la manda hasta medallo con mucho gusto"
"2013-05-03","jenyfer_94","mauroroja andamos grabando en medellin para ritmoson con reykon_ elparcero primer trabajo discogrã fico muyâ http d2c1bwktgb"
"2013-05-03","joha_vica","segãºn fuentes el dã­a de junio sã darã a conocer tã cnico medellã­n vã­a diegonoticia"
