"date","username","tweet"
"2018-09-02","_victorjere","faaaaaaaala medellin"
"2018-09-02","anacifuentesp","avianca todo para desenamorarse vuelo medellã­n bogota nadie informa la hora real de salida"
"2018-09-02","camilamaria____","mi mamã se va para medellã­n y yo mientras tanto me quedarã sola en la casa"
"2018-09-02","casacomediacali","artescã nicas presenta el show comedy mã s aplaudido y taquillero de cali despuã su gira en medellã­n teatro prado del ã guila descalza temporada amor amistad hombres al borde un ataque nervios jyvxvkf3ti"
"2018-09-02","despejandodudas","otro vil atraco a pasajeros de bus en medellã­n rabia e impotencia con estos asaltantes 82jrxzjhzg"
"2018-09-02","fabiommelao","ðÿ miniã a œðÿ œ en medellã­n antioquia 8itmgou1m5"
"2018-09-02","grupo_exito","los sabores de todo el mundo estuvieron presentes en tercer y ãºltimo dã­a la 4ta ediciã n del salondelqueso medellã­n nos vemos bogotã al septiembre unicentro para que toda capital tambiã disfrute feria almacenesexito placerescarulla qzunsielts"
"2018-09-02","hmg195","informatedim por favor digã nme quã es a lo que juega medellã­n no hace buenos pases se le ve colectividad tocan y terminan perdiendo siempre el balã n"
"2018-09-02","humoblanco11","medellã­n metido atrã s de local"
"2018-09-02","jcsantavillota","dra clacarras1966 estamos es jodidos en medellã­n"
"2018-09-02","karolsv17","kxrolftventino ojala se vengan maã ana para medellin y pasen toda la semana aqui ver si tengo mas aportunidad de verlos ðÿ estoy rezando que pase"
"2018-09-02","katleyatorres","medellã­n no quiere turismo vinculado a pablo escobar wtlywugvgu via cnd_esp"
"2018-09-02","kienyketv","video historias â y shazam como arte de magia conozca este dãºo dinã mico magos quienes estã n encantando a medellã­n con sus trucos bajo la manga ðÿž ðÿ amb3aj6eax tugpwypmiz"
"2018-09-02","luks57","camilo_lara_ aguilasdoradasr dimayor vergã enza bailando abandona este tipo no tiene dignidad hacã algo por tu triste y deprimida vida atlã tico nacional de medellã­n el equipo mã s gra nde ga nador colombia sufre sigue sufriendo 30prmpaiiu"
"2018-09-02","manadear45","rcnradio mientras gustavobolivar siga haciendo sus narconovelas no se podrã limpiar la imagen de medellã­n ni colombia"
"2018-09-02","mava1968","javifranatenis javier saludos desde medellã­n colombia recuerdo muy especialmente la final de australia relato espectacular ambos"
"2018-09-02","naymecorcho1","fercho81jaimes pablojllovasco pachoran63 matadoreltiempo soy antioqueã a no tengo xq camuflarme mi gente del bajo cauca o ituando valdivia pto caceres taraza caucasia han sido victimas de las masacres y desplazamientos realizada por los paracos cuales nacieron d convivir creadas uribe en medellin"
"2018-09-02","paniaguadanny","i'm at corralito burguer in medellin antioquia fddpss2sbe"
"2018-09-02","sebaxtian69","yo nunca habã­a visto a un equipo histã rico jugar con tanto miedo ante once caldas todos los de medellã­n metidos atrã s ea"
"2018-09-02","xeduv","eso era roja a medellã­n le regalan de todo y aun asi se atreven hablar nacional"
"2018-09-05","_fuentesa","manuela_tovar1 venirte a medellã­n"
"2018-09-05","ailynmuri8","andressgarcias9 entonces venga y se lo hace acã en medellã­nðÿ ðÿ â ï"
"2018-09-05","alflaserna","retraso considerable en plan de expansiã n la red bicicletas pãºblicas medellã­n davalho concejomedellin telemedellin encicla areametropol sttmed alcaldiademed kuwjrsuksn"
"2018-09-05","andrewg_eden","los alumbrados de medellã­n se respetan sã­alosalumbrados seã ores empresas pãºblicas no mã s mentiras"
"2018-09-05","claudiapc5","losoriginales crazyrichmovie quiero boleta en medellã­n"
"2018-09-05","davbf1704","medellã­n bebã hola yo sã que quieres hacer frã­o y llover eso estã bien pero no puedo aprovechar dormir durante este rato disfrutar tu entonces please stop pxahaauio4"
"2018-09-05","elmundomedellin","lea por quã hechos sergioroldang piensa que hay quienes piensan medellã­n siempre fue prã spera y galardonada el ejemplo tqqutjmghc alcaldiademed urbanomed henryhoracio"
"2018-09-05","engineer755","radioacktivamed que aguacero tan hp a esta hora en medellã­n no me deja escuchar la emisora"
"2018-09-05","hiperterminal","mariogar77 de paso hay que revisar tambiã n lo estã pasando con bibliotecariosalacalle â al final comfenalcoant ya dio respuesta a las solicitudes la comunidad en medellã­n"
"2018-09-05","jlstudiosgroup","empieza ya mismo a lograr tus sueã os desde casa y de manera profesional te ayudaremos trazar metas toda la asesorã­a que necesites comunã­cate con nosotros para mã s informaciã n â estã lista esta oportunidad modelosenvivo medellin camgirls webcamgirls webcam cthbdlwlqy"
"2018-09-05","larepublica_pe","â aprovecha con dã lares puedes viajar desde lima hasta medellã­n º bp7pclfcal wgpljuv0da"
"2018-09-05","nelduff","mujeres en guate feas y agrandadas se creen reinas del universo medellin lindas humildes"
"2018-09-05","paniaguadanny","i'm at arepas rellenas y comidas rã pidas in medellã­n ois1f26gla"
