"date","username","tweet"
"2011-06-02","aguerrav","federico gutiã rrez serã el candidato del partido de la u ciudad medellã­n http p82jskn"
"2011-06-02","andresellopez","dpenasanmiguel en radio u como asi que llegaste a medellin aã os conducias altavoz tv haber de no hay jajaja"
"2011-06-02","andresluquefm","al de junio dame un momento bylov feat gabo byron gabriel jhonatan psb bylocistas medellin http fb.me x32wmv51"
"2011-06-02","betosalazarmm","golpeagolpe parceros pronto nos veremos de new en medellin papa alexander_dj"
"2011-06-02","billyanth","mal_elemento que hacen en medellin"
"2011-06-02","cesarjamn","estreno mundial aprovecha rumba medellin http hulkshare.com ody5aovtqrav rumba1069 live on twitcam.com 52he5"
"2011-06-02","chabisg","fansgasca formas de llegar al circo en medellin metro estacion ayura bus q pase x la av las vegas se quedan chevrolet junio"
"2011-06-02","chickendavid","evento polakan nicky jam discoteka lobby medellin de junio colombia http bit.ly keo60y"
"2011-06-02","csanabria","sugestiva muestra de arte erã tico en medellã­n http j.mp mb1qv5 vã­a cromoscomco"
"2011-06-02","danilolita","rosmarybps sii cuando vino aqui a colombia al concierto de radiotiempo en medellin d y tu has ido alguno"
"2011-06-02","estebanini","se puso buena carrera por alcaldã­a de medellã­n entre luis_perez_g y ficogutierrez pero saben que es lo mejorâ quedaremos en buenas manos"
"2011-06-02","fractalteatro","lulita la propuesta basada en el relato de andrã scaicedo tiene temporada corpoarcadenoe y hoy jueves es x teatro medellã­n"
"2011-06-02","ivanpirela","gracias culturadereino sjcolombia sjvenezuela ya esta en colombia un gusto tenerlos medellin sean todos bienvenidos ya el equipo de sjvenezuela estamos en medellin compartiendo con nuestro amigos cristo para las naciones maã ana cultura reino"
"2011-06-02","jeisonbohorquez","un saludo paar todos los parceros de medellin abrazo"
"2011-06-02","jmlopezma","federico gutiã rrez serã­a candidato de la u en medellã­n http bit.ly mhpewg soyespectador"
"2011-06-02","jorgeruad","andyhq oi de ti por ahi vas muy bn ya sabes pa cuando vengas a medallo saludos papa"
"2011-06-02","juancaval","ahora la pregunta es â cuantos coherentes del partidoverdecol medellã­n van a migrar campaã de ficogutierrez mã s uno seguramente pedrorivera1969 hablando de medellã­n eligieron a un candidato que represento desde el principio al partido seã or ficogutierrez"
"2011-06-02","juanguibedoya","boladecristal proximas elecciones de medellã­n tres candidatos con mã s votos cada uno sin precedentes"
"2011-06-02","juanpaco16","lo ãºnico que nos convoca ya es medellin y antioquia todos unidos por una causa"
"2011-06-02","juansepulvedah","maotobon federico gutiã rrez es el candidato oficial de la u a alcaldã­a medellã­n minuto30 com http ow.ly 58zxc"
"2011-06-02","kadaveva","algo de frioo en medellã­n"
"2011-06-02","la_tutty","si dios quiere este finde estarã en medellã­n y mi primera parada serã a comer empanaditas con ajã­ wozoooo"
"2011-06-02","lagallinata","i'm at down town medellã­n http 4sq.com mvk6dc"
"2011-06-02","lalata05","evento polakan nicky jam discoteka lobby medellin de junio colombia http bit.ly keo60y"
"2011-06-02","laurendonp","ficogutierrez felicitaciones por ese aval ahora sã­ a trabajar mucho mã s en esta campaã medellã­n necesita de un lã­der como vos"
"2011-06-02","leorod4","federico gutiã rrez serã­a candidato de la u en medellã­n http goo.gl fb ynkkz soyespectador polã­tica"
"2011-06-02","luisfonsimed","unete a luis fonsi medellin envia tus datos luisfonsimedellin hotmail.com te esperamos"
"2011-06-02","marioelbroky","proxy_ papo que tall hey el broky nejoelbroky esta en medallo"
"2011-06-02","michellebernalr","quiero ir a medellin conocerte caray jalvarezflow"
"2011-06-02","nachobedoya","juanmansantos en medellin siempre era inmediato eso que es mesientoengaã adoconmivoto http myloc.me kv56m"
"2011-06-02","nomejodaa","santicruz tienes razon saluditos desde medellin papasotee â"
