"date","username","tweet"
"2020-06-02","aquilescastrosi","un trino que ahora sorprende la alcaldia de medellin futuro termina contratos en ã poca pandemia a psicolog s del programa escuelaentornoprotector"
"2020-06-02","carlosamontoyac","vecinosdela80 jaimecuartas johnjmoncadao davalho gabrieldib01 luisbernardov nataliaurregoa natalyvelezl debido al agotamiento de suelo en medellã­n todo proyecto implica afectaciones residenciales lamentablemente expropiaciones y desalojos serã n las medidas a afrontar visiã sectorial los proyectos urbanos la improvisaciã silencio juan bobo habla"
"2020-06-02","constanzagnima","lapesadademoda nanita821117 empalagorda en medellã­n son buenisimas 2l1xlmwmr1"
"2020-06-02","diecan1980","fisicoimpuro pues gracias a claudialopez el alcalde de medellã­n quinterocalle pasa desapercibido ojito ahã­"
"2020-06-02","elderechoalno","el dã­a ayer tuvimos nuestro debate sobre plan de desarrollo medellã­n en lunesdeciudad y futuro que nos espera tras los resultados evidenciados domingo si se lo perdieron aquã­ les dejamos un pequeã o resumen enlace para vayan vã rselo.ðÿ esk8n8h3qj 1p1pncwmt6"
"2020-06-02","hdejesuscaro","jorgeprotesta jajaja no se preocupe que a uribe y duque lo van tener so portar toda la vida el cacas los tiene locos con ya viene exalcalde de medellã­n ese guerrillos es peor"
"2020-06-02","iguti93","thekingpool tribunacienaga por ahora en santa marta y medellã­n"
"2020-06-02","jaespinelr","revistasemana mandreanieto como se nota que hacen la declaraciã n de renta ahã­ sale tiene y no con quien vive ojalã solo tuvieran en dian el nãºmero cã dula direcciã residencia deje tanto escã ndalo seã ora medellã­n hicieron lo mismo veo llorando por eso"
"2020-06-02","juandaris","y los que se dicen expertos en datos calladitos con lo de las aplicaciones medellã­n bogotã no nada aportan cuando necesitan"
"2020-06-02","kataleya201501","bluradioco se corono muy rapido el alcalde de medellin quinterocalle ã l estarã haciendo bien muchas cosas pero no todos los antioqueã os toman en serio sus normas y su autoridad faltamasclaridad"
"2020-06-02","maktubrose","j balvin puro marketing y ganas de protagonismo que triste un medellinense en medellã­n se vive tanta violencia injusticia pobreza mala educaciã n pero ã l parece naciã la casa blanca"
"2020-06-02","margaritaz47","olimkj mmiguelangelj policiacolombia claudialopez gobiernobta petrogustavo publimetrocol arielanaliza anateresabernal charry_manager hollmanmorris andrescamilohr ammejiaaguado conycamelo si tienen toda mi informaciã n en medellã­n oh no y ahora vendrã por"
"2020-06-02","papelmde","somos todo aquel que sufra se sienta solo haya sido ofendido ese creen no es igual de importante la vida sagrada el respeto fundamental diversidad necesaria en medellã­n â kaujndno0b"
"2020-06-02","patesquiva","appdavid jajaja estoy calmada no ves que soy de medellã­n y aquã­ hay casos sorry"
"2020-06-02","sanpetersburgo_","carteles rusos que recuerdan por salud hay lavarse las manos tomados de foiex5ojof quedateencasaâ â sanpetersburgo mã xicoâ tourssanpetersburgo toursprivados rusia toursenespaã ol xico colombia medellin mz1qqw15ef"
"2020-06-02","santorrado","kennedy en bogotã y sinaã­ medellã­n colombia persigue la covid los barrios por cataoquendo elpais_america 2yudd1c4uo vã­a el_pais"
"2020-06-02","sloveniamaluma","tb cortesã­a maluma ig stories juanluislondoã oarias cantante singer colombia medellin colombiano colombian magia prettyboydirtyboy hp malumababy malumaoficial malumafans malumacrewâ fqrmnnnbxn"
"2020-06-02","ssaldarriagal","unas ganas de ir en el metro sintiendo esos nervios previos a un partido importante bajarme san antonio y ver las escalas llenas hinchas del medallo para hacer transferencia la lã­nea b"
"2020-06-02","turbo_militar","catalinasuarezb ademas es tan obligatorio en medellin que se exige transporte para movilizarte e incluso trabajar segãºn tãš lo de bueno pero aplicarlo bogotã malo por claudia alcadesa hay unos pseudoperiodistas uribista frustrados no hacen ni dejan hacer"
"2020-06-02","villajuanp","hoy volviã a medellã­n lo que mã s temã­a de esto la normalidad"
"2020-06-05","acepedaf","quinterocalle muy bueno por ustedes pero aun mejor los medicos de medellin que hace dã­as a su esposa le saquen un pedazo hã­gado para dã rselo hija y las dos estã n hoy bien es una verraquera la buena ðÿ aplausos"
"2020-06-05","aikocr12","quinterocalle theeconomist felicitaciones al alcalde de medellã­n y a todo su equipo trabajo por el buen manejo que le han dado la pandemia del covid"
"2020-06-05","alcaldiademed","los colombianos en otras ciudades miran con envidia ya que permanecen bajo cierres son cada vez mã s difã­ciles de hacer cumplir puntualiza theeconomist su artã­culo sobre el trabajo medellã­n durante la pandemia por covid19 fwqbf69zw4"
"2020-06-05","alejovr90","en el canal local de la ciudad acabã escuchar que medellin cuenta con casos activos no sã si es consolidado desde empezã pandemia o actualmente son esos datos"
"2020-06-05","analisisurbano","fundaciã nhospitalariasanvicentedepaãºl medellã­n k3rueqqawd"
"2020-06-05","andrehenaom","dianalunareja wondermafe quise decir medellã­n y sus alrededores ðÿ"
"2020-06-05","camilarlascarro","el medellin es vidaðÿ"
"2020-06-05","camilopuentes4","bluradioco ricarospina ricardo como son los protocolos para el comercio informal segãºn alcaldã­a de medellã­n ya cumplieron y estã n listos reiniciar"
"2020-06-05","camivillamizar","the economist reconoce a medellã­n como ejemplo en manejo de la pandemia del covid x8y7mazhnu"
"2020-06-05","cataspriv","medellin es demasiado pueblo la cantidad de gente conocida que vi andando en el carro entre san lucas y tesoro no normal"
"2020-06-05","cehernandezecon","navarrowolff depende de la ciudad medellã­n cãºcuta y bucaramanga estã n mucho mejor que bogotã cali barranquilla cartagena no se debe aplicar misma polã­tica en todas las ciudades djeezmsire"
"2020-06-05","cmguisao","solidaridad con anibalgaviria y su familia sus gobiernos en antioquia medellã­n han puesto prã ctica compromiso la defensa de vida estoyconanã­bal"
"2020-06-05","cncmedellin","en una reciente publicaciã n del diario de inglaterra the economist titulada â cã mo la segunda ciudad mã s grande colombia estã controlando pandemiaâ resalta buena gestiã medellã­n liderada por el alcalde daniel quintero xqb6nwx3aa"
"2020-06-05","ealzate10","medellã­nâ s medical marvel â how colombiaâ second largest city is controlling the pandemic pzpb5u6db4"
"2020-06-05","ellobofutbolero","podrã­amos hacer un ejercicio muy parecido y resultarã­an unos equipos geniales con el deportivo cali envigado nacional junior tal vez medellin patriotas la diferencia de trabajo divisiones inferiores es abismal"
"2020-06-05","fruitpunch1721","mayodesol parce te registraron en la empresa medellã­n me cuida"
"2020-06-05","hectorerburo","medellin dubtronic takes a trip remix s3pqvdecau via youtube"
