"date","username","tweet"
"2020-03-03","365scoresapp","asã­ saldrã el poderoso esta noche en medellin recibiendo a libertad j27kwgnjpp"
"2020-03-03","abcdeportes","libertadores â equipo confirmado libertad debutarã en la fase de grupos copa visitando al medellã­n desde las h ðÿ âš ï"
"2020-03-03","cabs1980","diegoalejocm y en medellã­n dã­as con mayor picã placa lo q lleva aumentar las aglomeraciones de personas el transporte pãºblico llega coronavirus nos mata a todos junticos montados metro"
"2020-03-03","cristyrinconhar","cordoba30unida davidbarguil monterialcaldia concejomonteria orlandobenitezm caordosgoitia joserlarrarteg rembertotapia diegopanzenu billysotom fabioaminsaleme emilianopastor_ la bodega d y mariapalito esta tradiciã n tenã a monterã vamos retomar ciudades con mã s desarrollo q hacen todos los aã‘os cali medellã manizales ibaguã entre otras te entiendo nesciente tu nunca has salido"
"2020-03-03","dimtaborda","dim_oficial que hijueputa fastidio este tipo jorge25529699 si quiere criticar es lo ãºnico hace hã galo en un tweet no tweets escribe por publicaciã n sube la cuenta oficial del medellã­n cã lmese hermano"
"2020-03-03","dosdeasada","for reaaaaaaal made in medellã­n eh"
"2020-03-03","ecosverdes","eliyuyis tulipanojoyeria nanypardo el metro de medellã­n es un sistema transporte masivo con dos lã­neas q sirven directamente a la ciudad y sus municipios aledaã os envigado sabaneta itagã ã­ bello estrella e indirecta barbosa girardota copacabana caldas"
"2020-03-03","gas_te_l0","victororvikk yo cuando salio medellin"
"2020-03-03","juan_corromboyo","edisonbedoya21 jaimecor2017 aidaavellae pizarromariajo gustavobolivar petrogustavo davidracero mismo caso del edificio space en medellã­n"
"2020-03-03","juanest16730559","michael douglas como turista y de paseo por medellã­n 82dokjeevb"
"2020-03-03","juanperez1227","en medellã­n se deben de tener grandes estrategias materia economã­a colaborativa y conocimiento compartido medellinfuturo"
"2020-03-03","luchofariasb","me encanta como todos mis roomies y yo andamos desesperados porque ledvarela viene a medellã­n"
"2020-03-03","luis_jimenezo","medallo ðÿ œ"
"2020-03-03","manuelsocias","en las principales ciudades de nuestra regiã n el servicio subterrã neos funciona horarios mucho mã s extensos san pablo rã­o janeiro ciudad xico medellã­n cnqxaagzsa"
