"date","username","tweet"
"2013-02-03","46_juancamilo","luisarestrepo q parte de medellin"
"2013-02-03","alexsanchez55","unemejorjuntos se quedo sin seã al en el sector del estadio medellin"
"2013-02-03","daliladiaz26","pico y placa medellin http tjdbubvu"
"2013-02-03","diegosandovalr","juanaristiangel envigadofc compromiso esta a puntos es sã ptimo en la tabla medellã­n que estã y ojo"
"2013-02-03","esleidermelende","ligapostobon me pueden hacer el favor de decirme cuento quedo partido tolima vs medellin les agradezco"
"2013-02-03","gdaza28","dpp74 andresmarocco asi es y nacional millonarios va ganado faltarã­a el medellã­n tolima a ver si gana"
"2013-02-03","jhotagrisales","noticiadelverd3 tomando guarito en medallo viendo la ligacolombiana fpc"
"2013-02-03","karinalondono","i'm at aquamare medellã­n http cfmguoak"
"2013-02-03","luifo","viendo el superbowl antes de ver al medallo"
"2013-02-03","majohan05","medellã­n http zix4xwq0 vã­a ligapostobon"
"2013-02-03","miguelgomezb","en minutos te vuelvo a ver medellã­n vamos rojo"
"2013-02-03","mrbetajuan","buenas noches van a transmitir el partido medellã­n vs tolima gracias fpcwin"
"2013-02-03","og_medellin","_masterwilliam my crib in the fort come through lol fish nachos and chicken yeaaaaaâ â a bud light"
"2013-02-03","paulita211","juanchobm weee siii con invitacion incluida ok y mi obsequio de medellin d"
"2013-02-03","rebeca_medellin","jjajajaj mi papã piensa que la pantalla es touch:s jajajajjajaaj http mt1ct4wf"
"2013-02-03","ronalrengifo","formaciã n del deportes tolima para enfrentar esta noche a medellã­n en ibaguã http f2kol1mg"
"2013-02-03","saldasierra","medallo ganara hoy selos aseguro dale rojoooo"
"2013-02-03","teleantioquia","recuerde a partir de este lunes febrero rotarã el nuevo pico y placa para carros motos en medellã­n tanoticias http 6e1209ic"
"2013-02-03","vero_medellin","diaanacalder awww ya se para la prã xima lo repetimos"
"2013-02-06","andreadim2009","soy hincha del medellin el mejor y vamos a cambiar futbolmaniarcn"
"2013-02-06","andres_1927gp","germanchomonter josecolorado91 danyelmtorres si acã estamos todos en medallo jajaja yo sus relaciones no me meto"
"2013-02-06","belen_mede","sory_campillo ruben_medellin nievesrehecho si y el k mm pongo nno m ppueoo pone naaa"
"2013-02-06","brooklyn_barmed","muchos en medellin dirã­amos nopuedoestarundã­asin tomarme una cerveza y menos la noche si estã s de acuerdo pa vos un 3x2 hoy"
"2013-02-06","camiloguzmansa","amigos de medellã­n escuchan a carlosholmestru http gsiipyci"
"2013-02-06","camilomartinezn","les invito a participar en foro con carlosholmestru este momento el country club de medellã­n"
"2013-02-06","carlosmzmr","madred4life rebelmadred hiphop hiphopmedellin medellin http ntqzfeob"
"2013-02-06","catarata__g","â eh ave maria mamasita si esa es la cola como sera pelã­culaâ acciã n poã tica medellã­n"
"2013-02-06","cccscolombiagbc","empresas y profesionales en medellã­n interesados capacitarse fundamentos de construcciã n sostenible no se http ncbhq4x4"
"2013-02-06","clima24_7","centro de medellã­n temperatura 22câº y humedad climanovedades"
"2013-02-06","climamedellin","el clima para la ciudad de medellin colombia 22âºc mostly cloudy hora del dia"
"2013-02-06","ctarqand","arkitiriteros clara_pascual edonazar uxuadomblas medellin mi patria chica solo estuve hasta los aã os pero algo se clavo dentro"
"2013-02-06","danielhenaogi","vanessaguati medellã­n colombia"
"2013-02-06","elver_gomez","le_falto_correa y yo viajo a medellã­n en abril grrrrrrrr"
"2013-02-06","errezeta12","uno con ganas de conocer medellin pero no colaboran â"
"2013-02-06","estetom","i'm at unidad deportiva de belã n medellã­n antioquia http 2yuxml24"
"2013-02-06","gmuchoespacio","entre y millones de pesos costarã­a vivianda del plan parcial naranjal http dhhgmf3t ntmed medellã­n"
"2013-02-06","itsjuliperez","los40colombia desde medellin escucho los cuarenta porfavor alguna de one direction more than this"
"2013-02-06","jairodiaz","messi y sus amigos vs el resto del mundo medellã­n junio"
"2013-02-06","jazminbritos2","yo tambiã n quiero ser corresponsal en medellã­n"
"2013-02-06","julian8614","saludos a la de vestido rosado con botines peludos en el metro medellã­n"
"2013-02-06","klausazulado","sylvi_fernandez este dr_wine_a estando en medellin olvido todo"
"2013-02-06","kmmedellin","olimpicamaicao saludos amigos de parte kmoralistas en medellin gracias por apoyar a loskmorales elsasismo un saludo muy especial para samuel el sasa de parte todos los kmoralista en medellin dios te bendiga"
"2013-02-06","lachinitan1","yan_collazo informã a travã s de sus redes sociales que maã ana sera la grabaciã n del dvd tributo mi ã dolo en cdad medellin colom"
"2013-02-06","maovelasquez18","winsportstv hola un saludo desde medellin toda la buena energia para mi seleccion_col nota no es guatemanteco guatemalteco con l"
"2013-02-06","martinezleonard","daiverpa con esas gonorreas tenian que meterle mas todo bien conectate en fb para seguirte contando lo de medallo"
"2013-02-06","pablo_medellin","que manera tan sucia canalla como santoscanalla se aprovecha del amor de col hacia las ffmm para enaltecerse en comerciales tv que manera tan sucia canalla como juanmansantos se aprovecha del amor de col hacia las ffmm para enaltecerse en comerciales tv"
"2013-02-06","pepasanchez81","javi_morillo niko_medellin claro es verdad sera x eso jejejeje"
"2013-02-06","raul_a_avila","jajajajaja good one jazminbritos2 yo tambiã n quiero ser corresponsal en medellã­n"
"2013-02-06","rchicom","patrimonio arquitectã nico de medellã­nâ gustavo londoã o cano universidad medellã­n gestion http d3r2hj6f"
"2013-02-06","srtapatrocino","bogota medellin melgar amp manizales"
"2013-02-06","sttmed","se extendiã la medida de restricciã n al transporte parrillero hombre en medellã­n hasta el julio http mebdmqt6"
"2013-02-06","tusmetros","colombia aumento del predial ahoga a medellã­n cali y bucaramanga http zff1mljb impuestos antioquia"
"2013-02-06","twiins_js_r57","30factsaboutme quiero viajar a colombia especificamente medellin"
"2013-02-06","xeo_colombia","xeo centro de negocios una oficina flexible para su empresa cuente con nuestro servicio en bogotã medellã­n y http aikynwj0"
"2013-02-06","yamm111","radiotiempo961 holas reportando sintonia desde medellin por fa un saludo para mis hermanas karen y lizet martinez que las extraã o monton vargascarlose holas reportando sintonia desde medellin por fa un saludo para mis hermanas karen y lizet martinez que las extraã o monton"
"2013-02-06","ycastrom29","sttmed listo muchas gracias y disculpen las molestias pero pense que el dia sin carro tambien era para aka medellin"
"2013-02-09","5chj","i'm at kit kof medellin antioquia http habu7wwb"
"2013-02-09","adrii_medellin","soytupikapika gwenluy cuã is no te llegan mis whats u.u"
"2013-02-09","ana_medellin","hay que aprender a callar y desconfiar"
"2013-02-09","andrescorr_ales","coã oooo ya tengo que irme pa medellin hpta"
"2013-02-09","billyholness","mi pueblito paisa medellin http iphbgcsv"
"2013-02-09","bryangreenberg","sunset over downtown medellin http gx9box5g"
"2013-02-09","danielbuu","tata consultancy services medellã­n practicante tã cnico tecnã logo en sistemas reconocida empresa del sector de http 8wdkvouy tata consultancy services medellã­n practicante ingeniero en sistemas reconocida empresa del sector de la http fxgh7arh"
"2013-02-09","dgbernal","nbnoguerab hoy le trataba de explicar a alguien q poco fãºtbol cã mo es buses bogotanos viajan medellã­n para estos partidos"
"2013-02-09","diegomorita","supongo que en agosto santos vendrã a medellã­n la feria de las flores y cargarã una silleta por aquello buscar acercarse con gente"
"2013-02-09","dlopez89_","tantos hinchas de millonarios medellin y demã s equipos hablando nacional me hacen sentir mas orgulloso ser del verde"
"2013-02-09","dr_wine_a","yessi_betancur ca2baco klausazulado alejandromor3no jahammed pero ya queee justo cuando me fui de medallo que ðÿ"
"2013-02-09","elgremlygrem","lababy_i elgremly amp danprovenezuela quiereconmigo http 8yga9lch teampoz mexico df margarita medellin"
"2013-02-09","fedeuribe1977","i'm at losmolinoscc medellã­n antioquia w others http arw9ig80"
"2013-02-09","fotosantiguasmd","el inicio del mayor crimen arquitectã nico contra medellã­n http 0ce261xr"
"2013-02-09","fresamaria","es como los hinchas de medellã­n con felipe pardo un jugador que debiã salir hace pero mucho"
"2013-02-09","imoriana","bogotã o medellã­n y solo un aã para decidir cosasquejoden"
"2013-02-09","indigaleyiah","â œ adversanthink:cuando pasen por medellã­n en llano grande les recomendo elcorreocyv encantador lugar la carne ni hablar llanogrande mi ðÿœž"
"2013-02-09","jcamilogonzalez","necesito informaciã n sobre parrillero hombre en medellã­n sttmed"
"2013-02-09","juans_g14","no viaje a medellin pero alentando hasta el final azul te amo millonarios"
"2013-02-09","jvergarah_","keep calm and que viva medellã­n gonorreas caraximbas"
"2013-02-09","karyhappy17","medellin city me espera"
"2013-02-09","lau_martinezc","laulambranoz viste pide cambio pa la upb de medellin y alla nos vemos d"
"2013-02-09","laubravorosado","medellin"
"2013-02-09","lestradav","si nada extraordinario ocurre el prã ximo sã bado a esta hora estarã viviendo nuevamente en mi medellã­n del alma"
"2013-02-09","liaurzolae","hoy es sabado de maizena y carnaval totofreja10 mariselgac caritourzolae no va alcanzar las medellin jajajjaja"
"2013-02-09","lupoenrique","trujillo resultados la liga distrital universitario atlã tico de medellã­n alfonso ugarte upao unt c tenaud copaperu"
"2013-02-09","maeles1989","futbolmaniarcn vinasco el nacional es de ecuabdor club atlã tico medellin"
"2013-02-09","maitecantero","i'm at bar altagracia medellã­n antioquia w others http o5xwj4gk"
"2013-02-09","manriquedm","zoip de nazional pero no zoy paiza ni tampoko konozco medellin j3z"
"2013-02-09","manulamejor123","ese tipo esta en medellin"
"2013-02-09","mrraulm","ahora soy cada dã­a mas fans de daddy_yankee tremendo espectã culo en medellã­n"
"2013-02-09","natytalleres","nancybq nannnnnn por allã­ en medellin esta bryangreenberg si lo ves te encargo abraces de mi parte jeje o vivacolombia"
"2013-02-09","rkmaniamed","medellin te espera con muchas sorpresas rk_elartista live on http cyjbkvr7"
"2013-02-09","ruser_","ami me da pena ser hincha de santafe millonarios america junior bc manga cali medellin cucuta oncecaldas etc solo verde nacional lo mejorâ"
"2013-02-09","soylizpedrozo","sã bado con s de subele el volumen al wdm luislopezwdm desde medellin"
"2013-02-09","sttmed","â cã mo apoya usted la rumbasegura todos podemos hacer un aporte a seguridad vial en medellã­n"
"2013-02-09","vruiz9716","patriksitha de medellã­n y tu amigis"
"2013-02-09","zabaleta23","aunque falta tiempo atlã tico huila tiene puntos en la tabla del descenso cãºcuta sin jugar y medellã­n"
"2013-02-12","akolatronicmed","gracias todos por el continuo apoyo akolatronic medellin http bvrfbhe1"
"2013-02-12","amantesur11","si el torneo ligapostobon terminara hoy indep_medellin descenderã­a a la b bbbuuuuu"
"2013-02-12","angee_kennyxita","desde medellin colombia soy tuprincesa ken_y_official http 0todluvw"
"2013-02-12","angelsanchez_28","medellindigital sebero los paisajes de medallo"
"2013-02-12","brancyalex","mi primer evento en medellã­n donde tuve la gran suerte de conocer persona a hermano morronacuamanâ http 0qxakxrn"
"2013-02-12","camilosetrina","cã moleparece juez de medellã­n negã el traslado rcel alias cebollero http bzdi1itp"
"2013-02-12","canalcapital","este miã rcoles en hablemosdepaz estarã el economista luis jorge garay con baltasar garzã n y pedro medellã­n http 9lfktusp"
"2013-02-12","cedaelpasorap","los cds de ceda el paso la coleccion entera enckuentras en mitotattoo ma_frend karioka exclusive legalize y las calles medellin"
"2013-02-12","claudiasaa","el concierto del siglo daddy_yankee junto a wisinyyandel en medellã­n http rie5mvom"
"2013-02-12","clima24_7","aeropuerto olaya herrera de medellã­n temperatura âºc y humedad climanovedades"
"2013-02-12","danilooo20","daddy yankee medellin colombia http grlbwkta vã­a youtube ni todo el dinero del mundo hubiera podido comprar esa sensaciã n ðÿ"
"2013-02-12","david_tmpr","se fue para medellin c"
"2013-02-12","davidherror","cine_colombia hagan para medellin tambien"
"2013-02-12","estefaniasotogi","eso es mucho bebeeeeeeeeeeeee lastima que sea de medellin"
"2013-02-12","exprimemibanana","medellin"
"2013-02-12","genesisparreno","comiendo la tã­pica bandeja paisa en el famoso rancherito medellã­n ðÿ http yckrdhpa"
"2013-02-12","hectorhrrzombie","daddy yankee medellin colombia http bnblgrbq vã­a flowhotwebsite"
"2013-02-12","ifilli_","daddy yankee t medellin colombia video full hd http rntqmljx daddy yankee t medellin colombia video full hd http yyqbfith"
"2013-02-12","im_genex","hoy sobre comida medellin filter:links everyday at 30am http waxrojzo mgmed"
"2013-02-12","jdavid32","me ha gustado un vã­deo de youtube http 5wbx9kro daddy yankee medellin colombia"
"2013-02-12","jessiicardona","acuario parque explora medellin colombia http km0z9jgb"
"2013-02-12","jignaciog","perico8461 asã­ es te comento que estamos ahora en colombia medellã­n con olga y natalia nuevo emprendimiento"
"2013-02-12","jp10mr","randynotaloca jajajajajajajaja de bna jajajaja solo fanaticos verdad en medellin tu fans club nota"
"2013-02-12","juancamilome","jfcampuzano cada pueblo tiene el gobernante que se merece medellã­n antioquia y colombia la clase polã­tica en general"
"2013-02-12","juanesg","medellã­n un lugar para la cortina de humo"
"2013-02-12","junkeverywhere","junk en medellã­n"
"2013-02-12","kraxh","anonymous_co batida del col_ejercito en san cristobal medellin estan subiendo jovenes aun camion"
"2013-02-12","losintrusos","mira video daddy yankee muestra todo lo que hizo en medellin http ize6ovn4"
"2013-02-12","lucianabassi","somos medellin"
"2013-02-12","luisguillermof","continua la misoginia en medellin el aã o asesinaron mujeres a enero del van asesinadas"
"2013-02-12","mabraham19_91","que nivel el behind the scenes del concierto en medellin daddy_yankee junto a llandel_malave wisinyyandel esperando viã mar"
"2013-02-12","marlonstev","yo preparando el video para enviarlo a telemedellin porque tambiã n formo parte de esta ciudad medellin"
"2013-02-12","mateo_realg","saludos desde medellin usted aca es el jefe nengo_flow"
"2013-02-12","medellin_libre","â te lo advierto no metas conmigo sã karate kun fu judo taekwondo jiujitsu capoeira y otras palabras peligrosas"
"2013-02-12","milanisti_col","milan y psg estã n interesados en miguel borja delantero de aã os del deportivo independiente medellã­n"
"2013-02-12","misdescuentosco","medellã­n desde por ã cazuelas de frijoles en el restaurante la fogata antioqueã a http v20xvcee"
"2013-02-12","moisescueva_","daddy yankee t medellin colombia video full hd http exguxm4k"
"2013-02-12","naxomusic","martinezvox mi bro estoy planeando ir a tocar medellã­n regã lame tus datos por el dm"
"2013-02-12","nikitalimon","acabo de reportar presencia policial en eje poniente medellin distrito federal http opowprkf con el gps social waze_es"
