"date","username","tweet"
"2015-01-03","adrianam_12","medellã­n âœˆ http pgk51wk5vf"
"2015-01-03","alcaldiademed","el_tinto medellã­n una ciudad para disfrutar la vida y compartir con amigos http bdgpi286ax nos alegra verlos compartiendo"
"2015-01-03","aleja_ndraj","medellin y cancun que mas le pido a la vidaðÿ‘œâœˆï"
"2015-01-03","algonzalez72","el viernes moisã s sã nchez se encontraba en su casa pequeã o municipio de medellã­n bravo a unos k http anwxvhi6wh"
"2015-01-03","angel_stevens","que amables jejejejje medellin la ciudad de eterna primavera http uwlcl5wohz"
"2015-01-03","blogexpediente","article ya tiene la mira puesta en moisã s sã nchez reportero secuestrado medellã­n article19mex veracruz pista pa'ubicar a reportero plagiado en medellã­n alcalde lo tenã­a amenazado de muerte haytodemedellin veracruz pasan las horas y arturo bermãºdez incapaz de localizar al reportero levantado en medellã­n javier_duarte veracruz reportero plagiado en medellã­n con un medio impreso y lã­der redes sociales mayor audiencia que muchos periã dicos veracruz"
"2015-01-03","daniiel140","pasandola cabron juanferquinte10 luigi21plus j_sebas88 discoteca dejavu medellin http e8v1k0cy42"
"2015-01-03","danistabares","atardeceres en medellin y su mirador alcaldiademed http prebyz129g"
"2015-01-03","inmueblescolomb","inmuebles apartaestudio amoblado medellã­n el poblado colombia cã d m http sonugnt7no"
"2015-01-03","jeankalozano","si ella se va para medellin me quedare solo"
"2015-01-03","karenl_02","miriamisa que rico la pasaste bien en medellã­n lastima no te vi me hubiera encantado conocerte"
"2015-01-03","linaguisao","con la crespi viendo reinventando el amor cine colombia multiplex vizcaya in medellã­n antioquia e8jad0txgj"
"2015-01-03","mariehegel","we dream with public bike schemes like encicla in all of our cities medellã­n is now an example fmb4 http cut1q18pzc ghegela"
"2015-01-03","nicoduk","metrocable medellin antioquia http 0ie4bcjbyg"
"2015-01-03","quadratinmexico","reportero plagiado en veracruz habã­a denunciado una serie de actos delictivos el municipio medellã­n bravo http psd6tbuxhl"
"2015-01-03","sagitariogirl99","yo amo a medellin parce"
"2015-01-03","tagplan","hoy con nuestra banda sinko_bar disfrutaremos de una noche especial y fiesta para comenzar el fb medellin http hpiwjtryey"
"2015-01-06","alejandrohtdo","el cielo sin nubes de medellã­n quã azul tan hermoso pero calor hijueputa"
"2015-01-06","andfelmarpar","4etapa al saco como es normal cada dã­a un poco mã s duro hoy maã ana 45poco a con el pasito tun se llega medellã­n vamossevi"
"2015-01-06","catavasquez1302","medellã­n lt http k0hun2zis7"
"2015-01-06","coatzadigital","coatzacoalcos coatza coatzadigital veracruz regiã nsurveracruz medellã­n losqueremosvivos prensanodisparen http tuioulbm42"
"2015-01-06","colombianotici4","indigentes asaltan a turistas en medio de accidente medellã­n â http sicynr0flc eyi8k22ejn"
"2015-01-06","cristianloperar","encontrarse otro hincha de medellin en cualquier lugar es como encontrar un hermano"
"2015-01-06","ego125","i'm at bogota beer company in medellã­n antioquia vgupjf7wel http wx3gtlxeax"
"2015-01-06","garciayina","momentos recuerdos ðÿ vida felicidad agradeciendo realidadðÿ š medellã­n colombia http 1lu2aep3ux"
"2015-01-06","hadadickse","foticoo en el parque botero medellin http jrkf7llklb"
"2015-01-06","hora13noticias","el deportivo independiente medellã­n regresã a prã cticas con cinco refuerzos http frrpa9pki8 naqoqdqdni"
"2015-01-06","jhonnny_rb","atardecer en medellã­n http xead195gi1"
"2015-01-06","juauez9","a tener cuidado con los nacederos de agua y viajeros que traen chicunguã medellã­n http nmg8ukial6"
"2015-01-06","juliancordero7","declaran policã­as del municipio de medellin veracruz por desapariciã n periodista http gls3jnh8hi"
"2015-01-06","luisyepesb","cielo azul medellã­n hoy http 7yihtjgzna otro guayacã n av el poblado sector la aguacatala sur de medellã­n http cak6ycl2j3"
"2015-01-06","mao_builes","y sigo sorprendido con la cantidad de turistas rolos en medellã­n"
"2015-01-06","negramfc","yo ando quejã ndome porque entro a estudiar el de febrero y acã en medellin empiezan entrar desde enero"
"2015-01-06","soy_juanputo","alcaldiaenv hay algãºn proyecto de construir ciclovã­as que conecten con medellin"
"2015-01-06","tweet_vale07","lictour please bogotã and medellã­n again ðÿ"
"2015-01-06","vleoce","aleomanaz recuerdo que esto pasaba mucho debe seguir pasando en medellã­n muy triste pase tu tierra"
"2015-01-09","anibalgaviria","nuestra medellã­n gana mã s reconocimientos http fbpcmyjdtj"
"2015-01-09","atun74","dimayorstyle herfrankr tumbada es ganarle un campeonato en dias al nacional y medellin estuvo buena esa bandeja paisa"
"2015-01-09","centralcancun","cita pgj a edil de medellã­n por desapariciã n deâ periodista http aknucdmz5w"
"2015-01-09","chesanti18","medios estadounidenses incluyen a medellã­n en sus recomendaciones http bgjdykcwc5"
"2015-01-09","daniichala","y esos fueron los alumbrados de mi hermosa cuidad medellin medayork eterna primavera el rioâ http prajfavlar"
"2015-01-09","dhenaop","infracer hinchadafielcol jajjajaja lo peor es que a mã­ me ha tocado ver mã s tã­tulos de medellã­n vos cali"
"2015-01-09","flycolombiacity","no te puedes perder este espectã culo de luces y sonido videomapping en la catedral metropolitana medellin http us9ie7vgu6"
"2015-01-09","hernandezpaco3","para medellin bueno yo te extraã o no se tu"
"2015-01-09","jtunjo","numeral767 buenas noches me pueden informar el estado de la vã­a bogotã medellin muchas gracias"
"2015-01-09","laresistenciaco","quien dijo yo xm annomaly satellite en medellã­n ingress 1pux6kthv1 http wbgvsue384"
"2015-01-09","lauracarmona_20","hoy hace mes que estaba en medellin ðÿ ðÿ‘ž"
"2015-01-09","mangle_blanco","clima24_7 muchas gracias yo estoy pendiente de estos informes continãºen con la buena labor crear cultura clima en medellã­n y antioquia"
"2015-01-09","miltonbaphomet","me gustã un video de youtube http dg2g1zzx85 captura ladrã n en medellin"
"2015-01-09","nandalopp1","notinfomex veracruz autoridades aseguran que alcalde de medellã­n no ha huã do http ffdtbwigr5 moisã ssã nchez verfollow xalapa"
"2015-01-09","numeral767","jtunjo buenas noches a continuaciã n relacionamos estado actual de la vã­a bogotã medellã­n http 5poraxwalb ctijerac buenas noches vã­a medellã­n pereira presenta paso a carril en el sitio la quiebra km por deslizamiento de tierra"
"2015-01-09","pandalicioux","next stop medellin http 6uikpbzcgg"
"2015-01-09","santiagotavera","where to go in medellã­n colombia is nâ on nytimestravel's list http wnznsljneh alcaldiademed nytimes"
"2015-01-09","tebanvsqz","oliveri_pablo tennis_photos fabsantoro72 yo tambn tuve la oportunidad cuando vino a medellin y jugo contra moya"
"2015-01-09","valen_tinag","ðÿ œ pueblito paisa in medellã­n antioquia ykufty2tnf"
"2015-01-12","adriaanalsema","medellin crime lord arrested in bogota http ceobeeoffb colombia"
"2015-01-12","atabares4","el seã or nos bendice cada hermoso amanecer en medellin eterna primavera http jpnqgphjoc"
"2015-01-12","bolademugre","una mã s con el cielo de fuego al occidente medellã­n si le gusta la imagen dele http kyy47uqcpe"
"2015-01-12","clariprieto25","que calor tan asqueroso el hace en medellin"
"2015-01-12","colombiareports","medellin crime lord arrested in bogota http kbfftbmhmr colombia"
"2015-01-12","connieqp","eusmae no costeã a al pero quiere mucho los paisas tambiã n saludos medellin"
"2015-01-12","eldelabiblio","â hermosa que sos medellã­n clima24_7 telemedellin http 0oe8aqofbw"
"2015-01-12","elgolfoveracruz","omarcruz no ha solicitado licencia http dhg1jmjd9b medellã­n veracruz veracruz rechazan panistas que omarcruz sea el abarca veracruzano http w2pql0g6ld moisessanchez medellã­n chicofuentesu"
"2015-01-12","gloriaga68","cancilleriacol el caso es para una amiga colombiana que tiene niã a de aã itos nacio en israel y ambas estan aqui medellin"
"2015-01-12","interactgroupco","esta semana estaremos en medellin para proyecto con bancolombia"
"2015-01-12","jeylo329","a caballo fue rescatado el cuerpo de un menor en rã­o medellã­n fotos y video http pzyxssgzhf via minuto30com"
"2015-01-12","juanitagarciamb","medellin ponyfutbol soccer girl princesasfutboleras http bejduelsha"
"2015-01-12","kamhiixxx69","keshatourlatinoamerica escuchandosumusik quechimvasolomeimaginoensuconcierto de lo mejor desde medellin http lllkgewwnh"
"2015-01-12","mafiapdc","en realidad quieren convivencia medellin para conocernos mejor y compartamos juntad un pedazito de lo que nos une pauliðÿœž"
"2015-01-12","mariamaupin1","megan medellin http 9kjkxm8pxi booty"
"2015-01-12","ojosindefinidos","holaaa medellin le duele hasta respirar"
"2015-01-12","puntorevista","desde las horas rinde su declaraciã n ante la pgje el alcalde de medellã­n http joi029tgjp pr7ks3delx"
"2015-01-12","sergiogmezt","wilcheschaux profe cuando contaremos con el honor de su visita en la universidad nacional sede medellã­n"
"2015-01-12","vaal1968","medellin segunda ciudad de colombia con mas tres millones habitantes merece ser vistas en clima cnnee"
"2015-01-15","amazonykmuinaky","bueno ya maã ana en la viajo para medellin d comienza el camino ha cima veran gt lt am3"
"2015-01-15","cesarharryrodri","colombiareports medellin nightlife a professional guide to saturday night http 7qlc836qcu blog colombia"
"2015-01-15","lisethvalenti11","sebasarango holiiiiiiis sebas te amo mucho una preguntita en que parte de medellã­n estas respondeme por fis c sebasarango holiiiiis sebas te amo mucho una preguntita en que parte de medellã­n estas respondeme por fis c sebasarango emm holiiiiiis sebas te amo mucho una preguntita en que parte de medellã­n estas respondeme por fis c sebasarango holiiiiiis sebas te amo mucho una preguntita en que parte de medellã­n estas respondeme por fis c sebasarango holiiiiiis sebas te amo mucho una preguntita en que parte de medellã­n estas respondeme por fis c sebasarango holiiiiiis sebas te amo mucho una preguntita en que parte de medellã­n estas respondeme por fis c sebasarango holiiiiiis sebas te amo mucho una preguntita en que parte de medellã­n estas respondeme por fis c sebasarango holiiiiiis sebas te amo mucho una preguntita en que parte de medellã­n estas respondeme por fis c sebasarango holiiiiiis sebas te amo mucho una preguntita en que parte de medellã­n estas respondeme por fis c sebasarango holiiiiiis sebas te amo mucho una preguntita en que parte de medellã­n estas respondeme por fis c sebasarango holiiiiiis sebas te amo mucho una preguntita en que parte de medellã­n estas respondeme por fis c sebasarango holiiiiiis sebas te amo mucho una preguntita en que parte de medellã­n estas respondeme por fis c"
"2015-01-15","marcusgarcia_","vic_medellin haha we got a dj"
"2015-01-15","miilasoul","medellin â º ó œ http nmtx4epal7"
"2015-01-15","orlandosjfenix","seminario:herramientas para invertir en acciones medellin marzo convirtiendo accionistas inversionistas info orlandos22 hotmail.com"
"2015-01-15","pablo_medellin","cese bilateral ciudadano defiendase como pueda"
"2015-01-15","sergioaconcejo","suu_gonzalez_ medellã­n se consolida como primer municipio convertido en conglomerado pãºblico de amã rica latina http sk0prsyn74"
"2015-01-15","sparklynarryx","sebasarango porque estas en medellin cuando yo no estoy allaðÿ ðÿ http qw1cwnnhyl"
"2015-01-18","acostayunis","diamaganguehoy queremos saludar al equipo de magangue que todo bolivar esta presente en medellin"
"2015-01-18","aerolineasatena","volar directo al centro de medellã­n es hora con satena http qofjjdt4yr colombia v1njbiwl0c"
"2015-01-18","alcaldiademed","___unicornia asã­ son los hermosos paisajes que nos sorprenden en medellã­n ciudadparalavida http bdgpi286ax jg9i0jxwqw ktabonilla â quã bueno verlos disfrutando esta tarde en el planetariomed catalina medellã­n ciudadparalavida http bdgpi286ax zugabet respetamos tu posiciã n aquã­ rendimos cuentas sobre nuestra gestiã por medellã­n http f4vfw70uov saludos"
"2015-01-18","alcide_escobar","medellã­n y sus colores antiguo basurero de la ciudad ig_medellin ig_medellin_ iger_medellin http rwqeqcmexa"
"2015-01-18","alexmejiaroman","medellin es la ciudad q me motiva a caminarla cada dã­a tener contacto con sus gentes servirle pensandodeotraforma alcaldiademed"
